Pyranine in 1-butanol,,
Wavelength (nm),Intensity (a.u.),
594.6300049,0.2034287006,
594.7800293,0.1547451168,
595.0700073,0.1479153186,
595.210022,0.1555809975,
595.3599854,0.1807833463,
595.6500244,0.2123805285,
595.789978,0.1493447423,
595.9400024,0.2024547607,
596.2299805,0.175828591,
596.3699951,0.1910466999,
596.5200195,0.2168444842,
596.8099976,0.174300611,
596.9500122,0.180164516,
597.2399902,0.1657804549,
597.3900146,0.1902202219,
597.5300293,0.2269019932,
597.8200073,0.163073808,
597.9699707,0.1751762778,
598.2600098,0.1862035543,
598.4000244,0.1802104115,
598.5499878,0.1061378941,
598.8400269,0.1451278031,
598.9799805,0.184950158,
599.1300049,0.125940606,
599.4199829,0.1912057698,
599.5599976,0.2322690785,
599.8499756,0.1643697023,
600,0.1813043952,

Pyranine in 1-butanol,
Pyranine in 1-butanol
Collection Time: 1/31/2020 2:45:27 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 1/31/2020 2:38:52 PM
Method Modifications:
Em. Slit Width (nm): Changed: 1/31/2020 2:45:05 PM, Old:5, New:1.5
Scan Control Changed: 1/31/2020 2:45:05 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 1/31/2020 2:45:05 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 1/31/2020 2:45:05 PM, Old: 350.00, New: 366.00
Data interval: Changed: 1/31/2020 2:45:05 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 1/31/2020 2:45:05 PM, Old: 400.00, New: 380.00
End Method Modifications

