Pyranine in Acetonitrile,,Pyranine in Acetonitrile,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
492.230011,2.035251856,492.230011,18.9787941,
492.3800049,2.104501724,492.3800049,19.03831291,
492.5299988,1.977991819,492.5299988,19.35115242,
492.8299866,1.979553342,492.8299866,18.70721436,
492.980011,1.982798815,492.980011,18.12793541,
493.1300049,1.87656641,493.1300049,18.33809853,
493.4299927,1.865707874,493.4299927,18.34964371,
493.5799866,1.965269446,493.5799866,17.95777321,
493.730011,1.742204547,493.730011,17.57941246,
494.019989,1.980890989,494.019989,17.70255852,
494.1700134,1.772814751,494.1700134,17.23843384,
494.3200073,1.694735765,494.3200073,16.85326195,
494.6199951,1.739941001,494.6199951,16.76072121,
494.769989,1.737071157,494.769989,16.5964756,
495.0700073,1.65711534,495.0700073,16.64911842,
495.2200012,1.663820148,495.2200012,15.74315166,
495.3699951,1.730597377,495.3699951,16.07622528,
495.6700134,1.607960343,495.6700134,15.8758707,
495.8200073,1.664348006,495.8200073,15.7371521,
495.9700012,1.577257276,495.9700012,15.52038765,
496.2600098,1.576992154,496.2600098,14.78719902,
496.4100037,1.647971034,496.4100037,15.39038754,
496.5599976,1.578442931,496.5599976,14.97990036,
496.7099915,1.607392788,496.7099915,15.18438244,
497.0100098,1.508521318,497.0100098,14.69907188,
497.1600037,1.604625344,497.1600037,14.85321903,
497.4599915,1.552542329,497.4599915,14.27147579,
497.6099854,1.535235524,497.6099854,14.47729588,
497.7600098,1.497334242,497.7600098,13.99814129,
498.0499878,1.481031418,498.0499878,13.74735928,
498.2000122,1.411481261,498.2000122,13.66245556,
498.3500061,1.484176159,498.3500061,13.57499981,
498.6499939,1.37523067,498.6499939,13.25559711,
498.7999878,1.40728426,498.7999878,13.31673145,
498.9500122,1.362894058,498.9500122,13.12910271,
499.25,1.366831183,499.25,13.00189877,
499.3999939,1.203126907,499.3999939,12.84878635,
499.5499878,1.328520536,499.5499878,12.69693661,
499.8500061,1.278748512,499.8500061,12.50466633,
500,1.294640064,500,12.23014927,
500.1400146,1.281954169,500.1400146,11.83264446,
500.4400024,1.279492259,500.4400024,12.25099468,
500.5899963,1.329319358,500.5899963,11.94615269,
500.7399902,1.314270973,500.7399902,11.79874516,
501.0400085,1.246205449,501.0400085,11.52755642,
501.1900024,1.227959037,501.1900024,11.38564587,
501.3399963,1.233841419,501.3399963,11.80921078,
501.6400146,1.182867408,501.6400146,11.35125732,
501.7900085,1.238092184,501.7900085,11.22725487,
501.9400024,1.223990202,501.9400024,11.22654343,
502.230011,1.193912983,502.230011,10.9516983,
502.3800049,1.160871744,502.3800049,10.88255882,
502.5299988,1.216575384,502.5299988,10.49306107,
502.8299866,1.068758965,502.8299866,10.70866966,
502.980011,1.196934223,502.980011,10.37558746,
503.1300049,1.1061306,503.1300049,10.40692329,
503.4299927,1.227009535,503.4299927,9.822119713,
503.5799866,1.083402634,503.5799866,9.873528481,
503.730011,0.9907550216,503.730011,10.05962658,
504.019989,1.05084002,504.019989,9.744439125,
504.1700134,1.098332644,504.1700134,9.993321419,
504.3200073,0.8702059388,504.3200073,9.603885651,
504.6199951,1.019603968,504.6199951,9.475446701,
504.769989,1.03160882,504.769989,9.350610733,
505.0700073,0.9639009237,505.0700073,9.204715729,
505.2200012,0.9959904552,505.2200012,9.19777298,
505.3699951,0.9809443951,505.3699951,9.152580261,
505.6700134,0.947719574,505.6700134,8.872545242,
505.8200073,0.9339424968,505.8200073,8.799271584,
505.9700012,0.9745371342,505.9700012,8.915444374,
506.2600098,0.9564891458,506.2600098,8.597524643,
506.4100037,0.961538434,506.4100037,8.535113335,
506.5599976,0.9429720044,506.5599976,8.918903351,
506.7099915,0.9346087575,506.7099915,8.508060455,
507.0100098,0.8958154321,507.0100098,8.106025696,
507.1600037,0.8337788582,507.1600037,8.125312805,
507.4599915,0.8642934561,507.4599915,8.157103539,
507.6099854,0.9284054637,507.6099854,8.179603577,
507.7600098,0.8663226366,507.7600098,8.090763092,
508.0499878,0.8540561795,508.0499878,7.944163799,
508.2000122,0.7953892946,508.2000122,7.658987522,
508.3500061,0.778175056,508.3500061,7.462686539,
508.6499939,0.7812099457,508.6499939,7.745494366,
508.7999878,0.8501420021,508.7999878,7.739824772,
508.9500122,0.8029205799,508.9500122,7.754898548,
509.25,0.7725344896,509.25,7.361045837,
509.3999939,0.8582527637,509.3999939,7.323366642,
509.5499878,0.8000944257,509.5499878,7.027415752,
509.8500061,0.8835688233,509.8500061,7.010714531,
510,0.7235142589,510,7.027702808,
510.1400146,0.8137123585,510.1400146,6.944575787,
510.4400024,0.6848651171,510.4400024,7.118562698,
510.5799866,0.6573790908,510.5799866,6.942642212,
510.730011,0.7946509719,510.730011,6.746562004,
511.019989,0.7174910307,511.019989,6.510286331,
511.1700134,0.7185809612,511.1700134,6.448749065,
511.4700012,0.7485694885,511.4700012,6.462429523,
511.6099854,0.7520905137,511.6099854,6.516979694,
511.7600098,0.7008799911,511.7600098,6.286963463,
512.0499878,0.675522089,512.0499878,6.339998245,
512.2000122,0.6938377023,512.2000122,6.168849945,
512.3499756,0.6776410341,512.3499756,6.035874367,
512.6400146,0.6217209101,512.6400146,5.896805763,
512.789978,0.6293305755,512.789978,6.153291225,
512.9400024,0.6365091801,512.9400024,5.931359291,
513.2299805,0.560056746,513.2299805,5.920531273,
513.3800049,0.6312277317,513.3800049,5.878540039,
513.5200195,0.6169685125,513.5200195,5.632003784,
513.8200073,0.5801341534,513.8200073,5.855678558,
513.9699707,0.6621799469,513.9699707,5.843077183,
514.2600098,0.5290705562,514.2600098,5.42654562,
514.4099731,0.5774287581,514.4099731,5.602384567,
514.5499878,0.6043589711,514.5499878,5.621840477,
514.8499756,0.7029809952,514.8499756,5.278634548,
515,0.5379740596,515,5.321033955,
515.1400146,0.4899220765,515.1400146,5.29603672,
515.4400024,0.6360109448,515.4400024,5.332817078,
515.5800171,0.5900042057,515.5800171,4.944375515,
515.7299805,0.584705174,515.7299805,5.158008099,
516.0200195,0.5990213752,516.0200195,5.312175751,
516.1699829,0.5400110483,516.1699829,5.054285526,
516.4699707,0.4418550134,516.4699707,5.095566273,
516.6099854,0.4642030299,516.6099854,4.995895863,
516.7600098,0.4359551072,516.7600098,4.866648674,
517.0499878,0.5656642318,517.0499878,4.892242432,
517.2000122,0.5088930726,517.2000122,4.696538448,
517.3499756,0.5228986144,517.3499756,4.787059307,
517.6400146,0.5344668031,517.6400146,4.779026031,
517.789978,0.4764442146,517.789978,4.580741882,
517.9400024,0.5174660683,517.9400024,4.468763351,
518.2299805,0.4744283259,518.2299805,4.523634434,
518.3800049,0.4352421761,518.3800049,4.305894852,
518.5200195,0.4728897214,518.5200195,4.409697533,
518.8200073,0.4427648485,518.8200073,4.481842041,
518.9699707,0.412814796,518.9699707,4.368506908,
519.2600098,0.5640794635,519.2600098,4.305118084,
519.4099731,0.4458482862,519.4099731,4.413623333,
519.5499878,0.4994256794,519.5499878,4.143243313,
519.8499756,0.4388377666,519.8499756,4.224308491,
520,0.4102818966,520,4.293559074,
520.1400146,0.4082970917,520.1400146,4.185291767,
520.4400024,0.4081607163,520.4400024,4.004694939,
520.5900269,0.5016536117,520.5900269,4.150228024,
520.7399902,0.471390903,520.7399902,3.898548841,
521.039978,0.4041835964,521.039978,3.996356487,
521.1900024,0.4290111065,521.1900024,4.073319912,
521.3400269,0.4315260649,521.3400269,3.856388092,
521.6400146,0.3927950263,521.6400146,3.943472624,
521.789978,0.4046390355,521.789978,3.772820473,
521.9400024,0.4432511926,521.9400024,3.88601017,
522.2299805,0.3682850599,522.2299805,3.779453516,
522.3800049,0.3437994123,522.3800049,3.649884224,
522.5300293,0.4176172018,522.5300293,3.693438292,
522.8300171,0.3400910497,522.8300171,3.64281702,
522.9799805,0.3542577326,522.9799805,3.663872957,
523.1300049,0.4826162755,523.1300049,3.590553522,
523.4299927,0.3981956542,523.4299927,3.57054615,
523.5800171,0.4156329036,523.5800171,3.622340202,
523.7299805,0.4445968568,523.7299805,3.436846495,
524.0200195,0.3895068169,524.0200195,3.509574175,
524.1699829,0.3735595644,524.1699829,3.350361824,
524.3200073,0.38847363,524.3200073,3.373960733,
524.6199951,0.3231652379,524.6199951,3.314917326,
524.7700195,0.4451103806,524.7700195,3.207060575,
525.0700073,0.3127815127,525.0700073,3.291379452,
525.2199707,0.3648210168,525.2199707,3.150815487,
525.3699951,0.362768501,525.3699951,3.315807343,
525.5200195,0.4056037664,525.5200195,3.112723351,
525.8200073,0.3281895518,525.8200073,3.183571577,
525.9699707,0.3471148312,525.9699707,3.012234688,
526.2600098,0.3383943439,526.2600098,3.043898106,
526.4099731,0.355856359,526.4099731,2.976153612,
526.5599976,0.2975417972,526.5599976,3.069348812,
526.710022,0.3693524897,526.710022,3.08971262,
527.0100098,0.3113780022,527.0100098,2.865626574,
527.1599731,0.202086553,527.1599731,3.023576498,
527.460022,0.2530332506,527.460022,2.853227139,
527.6099854,0.2566638589,527.6099854,2.800017834,
527.7600098,0.2878904641,527.7600098,2.763847351,
528.0499878,0.3327494562,528.0499878,2.990769386,
528.2000122,0.2592819929,528.2000122,2.80785203,
528.3499756,0.2014479041,528.3499756,2.835538626,
528.6500244,0.3050640523,528.6500244,2.730717897,
528.7999878,0.3622083068,528.7999878,2.707949638,
528.9500122,0.3146276474,528.9500122,2.729718924,
529.25,0.3021471202,529.25,2.623047829,
529.4000244,0.3578940928,529.4000244,2.593298912,
529.5499878,0.2371901572,529.5499878,2.597959518,
529.8499756,0.270396024,529.8499756,2.518158674,
530,0.2622524798,530,2.554599047,
530.1400146,0.3019900322,530.1400146,2.576272964,
530.4400024,0.2971430123,530.4400024,2.575276136,
530.5800171,0.2343248874,530.5800171,2.400604725,
530.7299805,0.2922249436,530.7299805,2.541073084,
531.0200195,0.2716854513,531.0200195,2.6591959,
531.1699829,0.2859540582,531.1699829,2.379377127,
531.4699707,0.1981546879,531.4699707,2.262386084,
531.6099854,0.2252520025,531.6099854,2.289736748,
531.7600098,0.2859736383,531.7600098,2.226695538,
532.0499878,0.2524055541,532.0499878,2.254633427,
532.2000122,0.2772107422,532.2000122,2.226118088,
532.3499756,0.2508120537,532.3499756,2.262616634,
532.6400146,0.2539548874,532.6400146,2.238722563,
532.789978,0.2915433645,532.789978,2.208270788,
532.9400024,0.2003807127,532.9400024,2.336434126,
533.2299805,0.3108872771,533.2299805,2.136495352,
533.3800049,0.241800487,533.3800049,2.147212029,
533.5200195,0.2373768687,533.5200195,2.092116117,
533.8200073,0.2564150691,533.8200073,2.092987537,
533.9699707,0.2161521316,533.9699707,2.105406284,
534.2600098,0.2998107374,534.2600098,2.030986547,
534.4099731,0.2047349513,534.4099731,2.055887461,
534.5499878,0.2428711206,534.5499878,2.0890522,
534.8499756,0.260777235,534.8499756,1.949590087,
535,0.2162963897,535,2.006983519,
535.1400146,0.1751412004,535.1400146,2.021060228,
535.4400024,0.2086708844,535.4400024,1.872955322,
535.5800171,0.1796433181,535.5800171,1.93507719,
535.7299805,0.1753155738,535.7299805,1.859141946,
536.0200195,0.178425312,536.0200195,1.890959024,
536.1699829,0.1982566118,536.1699829,1.864581585,
536.4699707,0.1622657329,536.4699707,1.817941666,
536.6099854,0.2287893295,536.6099854,1.831877112,
536.7600098,0.156680882,536.7600098,1.912599206,
537.0499878,0.2534932494,537.0499878,1.788965583,
537.2000122,0.2037326396,537.2000122,1.731617808,
537.3499756,0.1237317473,537.3499756,1.816694856,
537.6400146,0.2040008903,537.6400146,1.728030562,
537.789978,0.1715679914,537.789978,1.667784691,
537.9400024,0.2602596283,537.9400024,1.643103123,
538.2299805,0.1808137894,538.2299805,1.687120438,
538.3800049,0.1579399556,538.3800049,1.6783216,
538.5200195,0.1794776618,538.5200195,1.715244532,
538.8200073,0.2094898969,538.8200073,1.575880885,
538.9699707,0.16706267,538.9699707,1.565338731,
539.2600098,0.1624045819,539.2600098,1.618410587,
539.4099731,0.216935873,539.4099731,1.595987201,
539.5499878,0.1441617608,539.5499878,1.542178869,
539.8499756,0.1256684065,539.8499756,1.643781424,
540,0.1621847451,540,1.518598199,
540.1400146,0.2102044672,540.1400146,1.567417622,
540.4400024,0.1619160473,540.4400024,1.524208546,
540.5800171,0.1351107955,540.5800171,1.465233445,
540.7299805,0.2063930333,540.7299805,1.549944401,
541.0200195,0.1947470307,541.0200195,1.517025113,
541.1699829,0.128231436,541.1699829,1.428081393,
541.4699707,0.1437203586,541.4699707,1.423873186,
541.6099854,0.1327985972,541.6099854,1.503305435,
541.7600098,0.1250098795,541.7600098,1.582710505,
542.0499878,0.2266183197,542.0499878,1.518380046,
542.2000122,0.2161836326,542.2000122,1.410863638,
542.3499756,0.1032324657,542.3499756,1.48363328,
542.6400146,0.1115932241,542.6400146,1.420152426,
542.789978,0.1365693808,542.789978,1.360821843,
542.9400024,0.1572059244,542.9400024,1.36186409,
543.2299805,0.05881468579,543.2299805,1.36551559,
543.3800049,0.1486777365,543.3800049,1.452632904,
543.5200195,0.1056524068,543.5200195,1.369508624,
543.8200073,0.1549376696,543.8200073,1.246621132,
543.9699707,0.1677897424,543.9699707,1.279767156,
544.2600098,0.1930707544,544.2600098,1.295809388,
544.4099731,0.1195306405,544.4099731,1.272651553,
544.5499878,0.138989076,544.5499878,1.267309666,
544.8499756,0.1409145296,544.8499756,1.264065862,
545,0.1148501188,545,1.244171739,
545.1400146,0.1661670953,545.1400146,1.271358252,
545.4400024,0.1167277321,545.4400024,1.153226137,
545.5800171,0.1446659118,545.5800171,1.148985147,
545.7299805,0.152278468,545.7299805,1.299714088,
546.0200195,0.08193208277,546.0200195,1.206280231,
546.1699829,0.1141357049,546.1699829,1.165091634,
546.4699707,0.1500346959,546.4699707,1.233060956,
546.6099854,0.131016627,546.6099854,1.143435597,
546.7600098,0.1517556161,546.7600098,1.06548965,
547.0499878,0.0976530686,547.0499878,1.159744024,
547.2000122,0.1197400987,547.2000122,1.116634727,
547.3499756,0.1003675908,547.3499756,1.100006223,
547.6400146,0.1229606271,547.6400146,1.217444539,
547.789978,0.05027588829,547.789978,1.073523998,
547.9400024,0.05728762224,547.9400024,1.1281811,
548.2299805,0.07521624863,548.2299805,1.063803196,
548.3800049,0.12591286,548.3800049,1.074402332,
548.5200195,0.09354829043,548.5200195,1.062980056,
548.8200073,0.1201459467,548.8200073,0.9446769953,
548.9699707,0.1169036105,548.9699707,1.100515842,
549.2600098,0.09365458786,549.2600098,0.9214786887,
549.4099731,0.1444669217,549.4099731,1.038131118,
549.5499878,0.1555393785,549.5499878,1.030442595,
549.8499756,0.006219330709,549.8499756,1.005282402,
550,0.0690555647,550,0.9960724115,
550.1400146,0.1501398236,550.1400146,1.03391099,
550.4400024,0.0645057261,550.4400024,0.9668558836,
550.5800171,0.1497015357,550.5800171,0.9894010425,
550.7299805,0.06832212955,550.7299805,0.974322319,
551.0200195,0.1669665873,551.0200195,1.073744893,
551.1699829,0.1751905233,551.1699829,1.05650115,
551.4699707,0.07480690628,551.4699707,0.935997963,
551.6099854,0.1232240349,551.6099854,0.9791448116,
551.7600098,0.1178126559,551.7600098,0.8476148844,
552.0499878,0.1435526162,552.0499878,0.8837634921,
552.2000122,0.1185913831,552.2000122,0.9386968613,
552.3499756,0.08635205775,552.3499756,0.8591486812,
552.6400146,0.144390732,552.6400146,0.9119140506,
552.789978,0.1298131198,552.789978,0.9494743943,
552.9400024,0.1551368982,552.9400024,0.9036921859,
553.2299805,0.1311557293,553.2299805,0.8792641163,
553.3800049,0.03706128523,553.3800049,0.8912769556,
553.5200195,0.0868518725,553.5200195,0.924836576,
553.8200073,0.1115753204,553.8200073,0.9053229094,
553.9699707,0.1322667897,553.9699707,0.9047754407,
554.2600098,0.09810774773,554.2600098,0.8456633687,
554.4099731,0.1425154656,554.4099731,0.8154216409,
554.5499878,0.06155247614,554.5499878,0.8398883939,
554.8499756,0.09250693768,554.8499756,0.7986316085,
555,0.08652550727,555,0.8285416961,
555.1400146,0.08782219887,555.1400146,0.9290879965,
555.4400024,0.1302939653,555.4400024,0.7862383127,
555.5800171,0.05698907748,555.5800171,0.7703146935,
555.7299805,0.08841007203,555.7299805,0.8152412772,
556.0200195,0.01237118524,556.0200195,0.8649809361,
556.1699829,0.1053486094,556.1699829,0.8021423221,
556.4699707,0.1879193038,556.4699707,0.7629317045,
556.6099854,0.1248353794,556.6099854,0.7048174739,
556.7600098,0.1111083701,556.7600098,0.7833921313,
557.0499878,0.07629268616,557.0499878,0.8154525161,
557.2000122,0.09063776582,557.2000122,0.7828274965,
557.3499756,0.04455278441,557.3499756,0.8073146343,
557.6400146,0.1338073909,557.6400146,0.7876583934,
557.789978,0.1282824278,557.789978,0.7213764191,
557.9400024,0.1523693502,557.9400024,0.7217976451,
558.2299805,0.08857563883,558.2299805,0.6610675454,
558.3800049,0.07029787451,558.3800049,0.6125941873,
558.5200195,0.08859974146,558.5200195,0.7376630902,
558.8200073,0.08729540557,558.8200073,0.6082724929,
558.9699707,0.03201823682,558.9699707,0.6929830313,
559.2600098,0.09497698396,559.2600098,0.6931262016,
559.4099731,0.1445504427,559.4099731,0.7107056975,
559.5499878,0.05100642145,559.5499878,0.7243410349,
559.8499756,0.119487837,559.8499756,0.6330075264,
560,0.04500681534,560,0.690921545,
560.1400146,0.08217030764,560.1400146,0.7097674012,
560.4400024,0.07606057078,560.4400024,0.6937437057,
560.5800171,0.08843967319,560.5800171,0.6820722222,
560.7299805,0.07579776645,560.7299805,0.5982231498,
561.0200195,0.03809741512,561.0200195,0.6200261712,
561.1699829,0.09370373189,561.1699829,0.6973500848,
561.4699707,0.07632810622,561.4699707,0.6009953618,
561.6099854,0.08368147165,561.6099854,0.6209492683,
561.7600098,0.1010152027,561.7600098,0.6989088058,
562.0499878,0.04528516904,562.0499878,0.6174764633,
562.2000122,0.1205316111,562.2000122,0.6580417156,
562.3499756,0.05770969391,562.3499756,0.5830644965,
562.6400146,0.08882347494,562.6400146,0.6307556033,
562.789978,0.06901744008,562.789978,0.5659415126,
562.9400024,0.04414927214,562.9400024,0.653619647,
563.2299805,0.1413363963,563.2299805,0.5784131289,
563.3800049,0.1424999684,563.3800049,0.5882948041,
563.5200195,0.05818501487,563.5200195,0.6125870347,
563.8200073,0.05655824021,563.8200073,0.5226413608,
563.9699707,0.05177926645,563.9699707,0.5240219235,
564.2600098,0.0623383075,564.2600098,0.5616224408,
564.4099731,0.07461433113,564.4099731,0.5304704309,
564.5499878,-0.01258209813,564.5499878,0.5970112681,
564.8499756,0.03144693747,564.8499756,0.4988885522,
565,0.0765941143,565,0.5504134297,
565.1400146,0.04370984063,565.1400146,0.6079874635,
565.4400024,0.01884599589,565.4400024,0.5305106044,
565.5800171,0.08709771931,565.5800171,0.5552262664,
565.7299805,0.06784971803,565.7299805,0.5135535002,
566.0200195,0.02501297556,566.0200195,0.567280829,
566.1699829,0.09900254756,566.1699829,0.5603182316,
566.4699707,0.0808467716,566.4699707,0.5784756541,
566.6099854,0.03119891323,566.6099854,0.6004803777,
566.7600098,0.01849785075,566.7600098,0.5395683646,
567.0499878,0.05561735108,567.0499878,0.5472583175,
567.2000122,0.06811145693,567.2000122,0.560418129,
567.3499756,0.1044200435,567.3499756,0.4783955216,
567.6400146,0.04402488098,567.6400146,0.5292026401,
567.789978,0.1173832193,567.789978,0.5470799804,
567.9400024,-0.01856435649,567.9400024,0.5497182608,
568.2299805,0.05617697164,568.2299805,0.524089396,
568.3800049,0.04353531823,568.3800049,0.5423093438,
568.5200195,0.06250976771,568.5200195,0.5159356594,
568.8200073,0.1185973063,568.8200073,0.4836309552,
568.9699707,0.1059645563,568.9699707,0.5151823759,
569.2600098,0.04998094216,569.2600098,0.5372213125,
569.4099731,0.01894812658,569.4099731,0.4960255027,
569.5499878,0.06240016222,569.5499878,0.4875361621,
569.8499756,0.04919716343,569.8499756,0.492562294,
570,0.08770500869,570,0.4883471429,
570.1400146,-0.006145639345,570.1400146,0.5422621369,
570.4400024,0.08574963361,570.4400024,0.5158184171,
570.5800171,0.04337265715,570.5800171,0.5401887894,
570.7299805,0.04921472073,570.7299805,0.4485324323,
571.0200195,0.07543800771,571.0200195,0.4549366832,
571.1699829,0.03703498095,571.1699829,0.4059227407,
571.4699707,0.1360695809,571.4699707,0.3831491172,
571.6099854,0.09263890982,571.6099854,0.4962459207,
571.7600098,0.1174644977,571.7600098,0.4987157881,
572.0499878,0.04419024661,572.0499878,0.4141488075,
572.2000122,0.02484595403,572.2000122,0.4752495289,
572.3499756,0.02487469278,572.3499756,0.4540959001,
572.6400146,-0.006216083653,572.6400146,0.4428062737,
572.789978,-0.006144506857,572.789978,0.4667474031,
572.9400024,0.05579596013,572.9400024,0.50179708,
573.2299805,0.06084131449,573.2299805,0.4804079533,
573.3800049,0.03697450086,573.3800049,0.5356920362,
573.5200195,0.04898868874,573.5200195,0.4518469274,
573.8200073,-0.0551450327,573.8200073,0.5354604125,
573.9699707,0.07400737703,573.9699707,0.4536032975,
574.2600098,0.0492577441,574.2600098,0.3972498178,
574.4099731,0.1404271424,574.4099731,0.4440913796,
574.5499878,0.03672015667,574.5499878,0.4698115289,
574.8499756,0.1426489353,574.8499756,0.428420186,
575,0.06800870597,575,0.4414902627,
575.1400146,0.01828521304,575.1400146,0.5190192461,
575.4400024,0.04299305379,575.4400024,0.3999606073,
575.5800171,0.08001773059,575.5800171,0.4602667093,
575.7299805,0.03715791553,575.7299805,0.4111816883,
576.0200195,0.0310808029,576.0200195,0.4723865688,
576.1699829,0.06843689829,576.1699829,0.5251459479,
576.4699707,0.03672712296,576.4699707,0.4797903895,
576.6099854,-0.02450709976,576.6099854,0.3821516931,
576.7600098,0.08547582477,576.7600098,0.4719178379,
577.0499878,0.07507085055,577.0499878,0.3521648645,
577.2000122,0.04318534955,577.2000122,0.4675365686,
577.3499756,0.01251580101,577.3499756,0.3359927833,
577.6400146,0.06889338791,577.6400146,0.3570153415,
577.789978,0.08773083985,577.789978,0.4154396951,
577.9400024,0.04346746206,577.9400024,0.3511343896,
578.2299805,0.08655385673,578.2299805,0.438703686,
578.3800049,0,578.3800049,0.4224136472,
578.5200195,-0.04391467944,578.5200195,0.3378356993,
578.8200073,0.08864125609,578.8200073,0.2739759386,
578.9699707,0.06943173707,578.9699707,0.4518535137,
579.2600098,0.06924161315,579.2600098,0.4093377888,
579.4099731,0.02557152323,579.4099731,0.3602283597,
579.5499878,0.02516609617,579.5499878,0.3991280794,
579.8499756,0.006253165659,579.8499756,0.3658982813,
580,0.06250703335,580,0.381923914,
580.1400146,0.01271568984,580.1400146,0.5186305642,
580.4299927,0.01880264841,580.4299927,0.4122886956,
580.5700073,0.006374623626,580.5700073,0.3214161992,
580.7199707,0.05033789575,580.7199707,0.4008980095,
581.0100098,0.04495017231,581.0100098,0.3374523222,
581.1500244,0.07126983255,581.1500244,0.427136153,
581.4400024,0.08802761137,581.4400024,0.3996704221,
581.5900269,0.09517344087,581.5900269,0.3169185519,
581.7299805,0.01250453293,581.7299805,0.2744119763,
582.0200195,0.03127482161,582.0200195,0.3741803169,
582.1699829,0.018781811,582.1699829,0.3516846895,
582.460022,0.1419904381,582.460022,0.3417380154,
582.5999756,0.07545935363,582.5999756,0.2647887766,
582.75,0.02541392855,582.75,0.3619300127,
583.039978,-0.00632895343,583.039978,0.4076589942,
583.1799927,-0.01270712633,583.1799927,0.3799275756,
583.3300171,0.05021183193,583.3300171,0.3367969394,
583.6199951,0.03836979344,583.6199951,0.4471032917,
583.7600098,0.07628153265,583.7600098,0.2684195042,
584.0499878,0.006365129258,584.0499878,0.356428206,
584.2000122,0.0705698207,584.2000122,0.4100652337,
584.3400269,0.05102756619,584.3400269,0.3176064193,
584.6300049,-0.006225525867,584.6300049,0.3084282875,
584.7800293,0.08108731359,584.7800293,0.3098069429,
585.0700073,-0.01254469063,585.0700073,0.3177064061,
585.210022,0.0682035163,585.210022,0.3747362196,
585.3599854,0.04959333315,585.3599854,0.3086280823,
585.6500244,0.04936900362,585.6500244,0.257594198,
585.789978,0.08837155998,585.789978,0.2765966952,
585.9400024,0.03728977591,585.9400024,0.3201526403,
586.2299805,0.03132930398,586.2299805,0.3029365838,
586.3699951,0.07385887951,586.3699951,0.2532302737,
586.5200195,-0.01235735044,586.5200195,0.3436337113,
586.8099976,0.01251666248,586.8099976,0.3560630679,
586.9500122,0.06882011145,586.9500122,0.3836685121,
587.2399902,0.09209516644,587.2399902,0.3344777226,
587.3900146,0.01855310425,587.3900146,0.3679152131,
587.5300293,0.04963856936,587.5300293,0.3604401052,
587.8200073,0.06826362014,587.8200073,0.3690717816,
587.9699707,0.03138692304,587.9699707,0.3113087714,
588.2600098,0.04362240434,588.2600098,0.3279081285,
588.4000244,0.02467155829,588.4000244,0.3482792377,
588.5499878,0.06221497431,588.5499878,0.3308898211,
588.8400269,0.08006799966,588.8400269,0.3816497624,
588.9799805,0.06232238188,588.9799805,0.2710812986,
589.1300049,0.01239165105,589.1300049,0.3795978725,
589.4199829,0.006224131212,589.4199829,0.362798512,
589.5599976,0.04925683513,589.5599976,0.3184409142,
589.8499756,0.01244547404,589.8499756,0.3187280893,
590,0.06792765111,590,0.3135057092,
590.1400146,0.06319753826,590.1400146,0.3190586567,
590.4299927,0.0879535079,590.4299927,0.3426395953,
590.5700073,0.03079784848,590.5700073,0.2353171855,
590.7199707,0.09356520325,590.7199707,0.3820665777,
591.0100098,0.02506344207,591.0100098,0.2971288264,
591.1500244,0.0185912773,591.1500244,0.3278647065,
591.4400024,0.03071894683,591.4400024,0.316752404,
591.5900269,0.04298407584,591.5900269,0.3487811685,
591.7299805,-0.03112084977,591.7299805,0.2942464948,
592.0200195,0.01235101651,592.0200195,0.2342350334,
592.1699829,0.04905026406,592.1699829,0.3286957741,
592.460022,0.006353603676,592.460022,0.3111110926,
592.5999756,0.0121746324,592.5999756,0.2984544039,
592.75,0.06823313981,592.75,0.2785004079,
593.039978,0.04974814877,593.039978,0.2941872478,
593.1799927,0.0562528111,593.1799927,0.2792280316,
593.3300171,0.1122852564,593.3300171,0.3253314495,
593.6199951,0.05600916222,593.6199951,0.2600417435,
593.7600098,0.0862743631,593.7600098,0.3551534712,
594.0499878,0.03077926859,594.0499878,0.3001312912,
594.2000122,0.06855077296,594.2000122,0.2842468917,
594.3400269,0.06875386834,594.3400269,0.3076304793,
594.6300049,-0.01880700886,594.6300049,0.1810033917,
594.7800293,0.05005098879,594.7800293,0.2077994049,
595.0700073,0.06924161315,595.0700073,0.311409682,
595.210022,0.06698984653,595.210022,0.2644854188,
595.3599854,0.04352800921,595.3599854,0.3217172027,
595.6500244,-0.01230791956,595.6500244,0.2639102638,
595.789978,-0.00614144979,595.789978,0.2630346715,
595.9400024,0.0559659712,595.9400024,0.2511996329,
596.2299805,0.09309600294,596.2299805,0.2938865125,
596.3699951,0.01857090741,596.3699951,0.2471623868,
596.5200195,0.02465073019,596.5200195,0.3217482567,
596.8099976,0.0566094704,596.8099976,0.2934534252,
596.9500122,0.04311406985,596.9500122,0.3223115206,
597.2399902,0.03707502782,597.2399902,0.3097619414,
597.3900146,0.06274155527,597.3900146,0.2796820104,
597.5300293,0.06182647496,597.5300293,0.1741800606,
597.8200073,0.006142392755,597.8200073,0.3083584011,
597.9699707,0.03717702627,597.9699707,0.2366465926,
598.2600098,0.0694308579,598.2600098,0.2502582669,
598.4000244,0.0615740791,598.4000244,0.2653069198,
598.5499878,0.04978406429,598.5499878,0.350754112,
598.8400269,0.04307374358,598.8400269,0.2386547327,
598.9799805,0.09267497063,598.9799805,0.2526902258,
599.1300049,0.01857079193,599.1300049,0.2907160521,
599.4199829,0.08069972694,599.4199829,0.2694066763,
599.5599976,0.06971953809,599.5599976,0.2717734873,
