Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,Pyranine in Water,,Pyranine in Water,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,517.6400146,15.91317368,517.6400146,4.371121407,,,517.6400146,225.8965454,
,,,,,,517.789978,15.86712933,517.789978,4.344163418,,,517.789978,225.6651154,
,,,,,,517.9400024,15.71106148,517.9400024,4.483674526,,,517.9400024,223.2305298,
,,,,,,518.2299805,15.41475105,518.2299805,4.479184628,,,518.2299805,222.9832306,
,,,,,,518.3800049,15.30917454,518.3800049,4.294589996,,,518.3800049,223.9393921,
,,,,,,518.5200195,15.41711903,518.5200195,4.143899441,,,518.5200195,222.1915588,
,,,,,,518.8200073,14.79851913,518.8200073,4.309965134,,,518.8200073,220.3663788,
,,,,,,518.9699707,14.9462595,518.9699707,4.125100613,,,518.9699707,221.2490082,
,,,,,,519.2600098,14.72210884,519.2600098,4.060112476,,,519.2600098,219.4006805,
,,,,,,519.4099731,14.66867638,519.4099731,4.263097286,,,519.4099731,219.1634521,
,,,,,,519.5499878,14.61439323,519.5499878,4.093249321,,,519.5499878,218.8287964,
,,,,,,519.8499756,14.50096512,519.8499756,3.938120842,,,519.8499756,216.149292,
,,,,,,520,14.23364162,520,3.840045691,,,520,216.0743103,
,,,,,,520.1400146,14.28798676,520.1400146,3.962969303,,,520.1400146,213.474762,
,,,,,,520.4400024,13.94177151,520.4400024,3.817845106,,,520.4400024,214.8279572,
,,,,,,520.5900269,14.06488419,520.5900269,3.829449654,,,520.5900269,214.9831848,
,,,,,,520.7399902,13.98880386,520.7399902,3.801590681,,,520.7399902,214.6893768,
,,,,,,521.039978,13.75239277,521.039978,3.776011705,,,521.039978,211.4337616,
,,,,,,521.1900024,13.49165249,521.1900024,3.815013409,,,521.1900024,210.9708405,
,,,,,,521.3400269,13.49841881,521.3400269,3.688775778,,,521.3400269,209.0799866,
,,,,,,521.6400146,13.42241573,521.6400146,3.755916834,,,521.6400146,208.5375214,
,,,,,,521.789978,13.24523163,521.789978,3.678700924,,,521.789978,207.6168671,
,,,,,,521.9400024,13.38321877,521.9400024,3.602542639,,,521.9400024,207.955658,
,,,,,,522.2299805,12.76347542,522.2299805,3.567903042,,,522.2299805,206.3469849,
,,,,,,522.3800049,12.67741585,522.3800049,3.540877342,,,522.3800049,204.5693359,
,,,,,,522.5300293,12.68659115,522.5300293,3.530484676,,,522.5300293,204.3472595,
,,,,,,522.8300171,12.6793766,522.8300171,3.522843122,,,522.8300171,203.0120697,
,,,,,,522.9799805,12.61225986,522.9799805,3.32959795,,,522.9799805,202.4326782,
,,,,,,523.1300049,12.49661636,523.1300049,3.399931908,,,523.1300049,201.3954926,
,,,,,,523.4299927,12.34607792,523.4299927,3.425532341,,,523.4299927,201.1677094,
,,,,,,523.5800171,12.21386528,523.5800171,3.244109392,,,523.5800171,199.547287,
,,,,,,523.7299805,12.07731819,523.7299805,3.379066944,,,523.7299805,198.0687714,
,,,,,,524.0200195,12.01447487,524.0200195,3.334625006,,,524.0200195,197.7544556,
,,,,,,524.1699829,11.91694546,524.1699829,3.377303362,,,524.1699829,195.8619232,
,,,,,,524.3200073,11.90037537,524.3200073,3.323982716,,,524.3200073,196.6894989,
,,,,,,524.6199951,11.66762066,524.6199951,3.368548155,,,524.6199951,194.4360657,
,,,,,,524.7700195,11.65797806,524.7700195,3.082991838,,,524.7700195,193.4762115,
,,,,,,525.0700073,11.46693611,525.0700073,3.1463871,,,525.0700073,191.9465179,
,,,,,,525.2199707,11.5849905,525.2199707,3.069027662,,,525.2199707,191.975769,
,,,,,,525.3699951,11.25662613,525.3699951,2.898605347,,,525.3699951,191.0205688,
,,,,,,525.5200195,11.19583797,525.5200195,3.019385099,,,525.5200195,190.9764252,
,,,,,,525.8200073,11.01423073,525.8200073,3.048625231,,,525.8200073,188.1154022,
,,,,,,525.9699707,10.9382782,525.9699707,2.9510777,,,525.9699707,186.8929291,
,,,,,,526.2600098,10.78994083,526.2600098,2.958133698,,,526.2600098,184.4424896,
,,,,,,526.4099731,10.73151398,526.4099731,3.069460869,,,526.4099731,185.5270386,
,,,,,,526.5599976,10.69282818,526.5599976,2.823104382,,,526.5599976,183.8192596,
,,,,,,526.710022,10.78420448,526.710022,2.947715759,,,526.710022,185.4458923,
,,,,,,527.0100098,10.28285789,527.0100098,2.900410891,,,527.0100098,181.690918,
,,,,,,527.1599731,10.33973026,527.1599731,2.716192007,,,527.1599731,180.6876373,
,,,,,,527.460022,10.2835474,527.460022,2.796375275,,,527.460022,179.641861,
,,,,,,527.6099854,10.26644897,527.6099854,2.714857578,,,527.6099854,180.449234,
,,,,,,527.7600098,10.19675541,527.7600098,2.79791832,,,527.7600098,178.1293335,
,,,,,,528.0499878,10.02135277,528.0499878,2.77404809,,,528.0499878,176.8065033,
,,,,,,528.2000122,9.922904968,528.2000122,2.83401823,,,528.2000122,175.8972168,
,,,,,,528.3499756,9.887800217,528.3499756,2.564995766,,,528.3499756,174.6984253,
,,,,,,528.6500244,9.687586784,528.6500244,2.535636187,,,528.6500244,172.7414551,
,,,,,,528.7999878,9.721739769,528.7999878,2.474846363,,,528.7999878,171.9308014,
,,,,,,528.9500122,9.75767231,528.9500122,2.654230118,,,528.9500122,173.1371307,
,,,,,,529.25,9.517902374,529.25,2.621511459,,,529.25,170.9584351,
,,,,,,529.4000244,9.471982956,529.4000244,2.628228664,,,529.4000244,169.5859833,
,,,,,,529.5499878,9.387618065,529.5499878,2.675787926,,,529.5499878,168.3188477,
,,,,,,529.8499756,9.159505844,529.8499756,2.495274067,,,529.8499756,167.6411896,
,,,,,,530,9.240897179,530,2.594273567,,,530,166.9285431,
,,,,,,530.1400146,9.122424126,530.1400146,2.442333937,,,530.1400146,167.3243103,
,,,,,,530.4400024,9.185749054,530.4400024,2.474999189,,,530.4400024,164.6664734,
,,,,,,530.5800171,8.952309608,530.5800171,2.364679098,,,530.5800171,163.9843903,
,,,,,,530.7299805,8.94360733,530.7299805,2.397704124,,,530.7299805,161.8809204,
,,,,,,531.0200195,8.696684837,531.0200195,2.428905725,,,531.0200195,161.6052399,
,,,,,,531.1699829,8.844956398,531.1699829,2.379472017,,,531.1699829,160.7363586,
,,,,,,531.4699707,8.594557762,531.4699707,2.295313358,,,531.4699707,158.9081879,
,,,,,,531.6099854,8.565558434,531.6099854,2.382636547,,,531.6099854,158.918396,
,,,,,,531.7600098,8.577863693,531.7600098,2.267917395,,,531.7600098,157.9853973,
,,,,,,532.0499878,8.358114243,532.0499878,2.226102829,,,532.0499878,156.8095703,
,,,,,,532.2000122,8.214396477,532.2000122,2.266213655,,,532.2000122,155.5449829,
,,,,,,532.3499756,8.184310913,532.3499756,2.263516903,,,532.3499756,154.416748,
,,,,,,532.6400146,8.145287514,532.6400146,2.176661968,,,532.6400146,153.7191925,
,,,,,,532.789978,7.898062706,532.789978,2.127152205,,,532.789978,152.8343048,
,,,,,,532.9400024,8.001296997,532.9400024,2.200904131,,,532.9400024,152.3295135,
,,,,,,533.2299805,7.744307041,533.2299805,2.095990181,,,533.2299805,149.5743103,
,,,,,,533.3800049,7.787930965,533.3800049,2.167835951,,,533.3800049,149.8418884,
,,,,,,533.5200195,7.863414288,533.5200195,1.934405565,,,533.5200195,149.8312683,
,,,,,,533.8200073,7.776497841,533.8200073,1.980685115,,,533.8200073,146.8206482,
,,,,,,533.9699707,7.799286366,533.9699707,2.147332191,,,533.9699707,147.5518188,
,,,,,,534.2600098,7.60305357,534.2600098,1.952904224,,,534.2600098,145.2996216,
,,,,,,534.4099731,7.56417799,534.4099731,1.980421424,,,534.4099731,145.498642,
,,,,,,534.5499878,7.373438358,534.5499878,2.002614737,,,534.5499878,145.252243,
,,,,,,534.8499756,7.355091572,534.8499756,2.107968569,,,534.8499756,142.8964386,
,,,,,,535,7.342531681,535,1.913489819,,,535,142.6790924,
,,,,,,535.1400146,7.355831146,535.1400146,2.037539959,,,535.1400146,142.2077637,
,,,,,,535.4400024,7.10629797,535.4400024,1.930175185,,,535.4400024,138.9516907,
,,,,,,535.5800171,7.179004669,535.5800171,1.8511132,,,535.5800171,138.790741,
,,,,,,535.7299805,7.121950626,535.7299805,2.001632452,,,535.7299805,137.2498474,
,,,,,,536.0200195,6.914314747,536.0200195,1.843120217,,,536.0200195,136.7279358,
,,,,,,536.1699829,6.931054115,536.1699829,1.851779699,,,536.1699829,135.9565735,
,,,,,,536.4699707,6.88443327,536.4699707,1.832980752,,,536.4699707,134.5576019,
,,,,,,536.6099854,6.779711723,536.6099854,1.809142113,,,536.6099854,133.5020447,
,,,,,,536.7600098,6.797775745,536.7600098,1.741149068,,,536.7600098,133.5497131,
,,,,,,537.0499878,6.70301342,537.0499878,1.852075815,,,537.0499878,132.0905609,
,,,,,,537.2000122,6.540812492,537.2000122,1.747079611,,,537.2000122,131.1750488,
,,,,,,537.3499756,6.61306572,537.3499756,1.677349806,,,537.3499756,130.9236298,
,,,,,,537.6400146,6.515820026,537.6400146,1.768381119,,,537.6400146,129.5186005,
,,,,,,537.789978,6.496812344,537.789978,1.809507012,,,537.789978,127.9688644,
,,,,,,537.9400024,6.43581152,537.9400024,1.751750112,,,537.9400024,127.6538544,
,,,,,,538.2299805,6.363323212,538.2299805,1.675173402,,,538.2299805,126.5368347,
,,,,,,538.3800049,6.273722649,538.3800049,1.813260794,,,538.3800049,126.8495789,
,,,,,,538.5200195,6.391734123,538.5200195,1.676670194,,,538.5200195,126.240593,
,,,,,,538.8200073,6.211211205,538.8200073,1.648646593,,,538.8200073,125.0734482,
,,,,,,538.9699707,6.232474327,538.9699707,1.639807701,,,538.9699707,124.8429718,
,,,,,,539.2600098,6.111127377,539.2600098,1.616281033,,,539.2600098,122.7005386,
,,,,,,539.4099731,6.073143005,539.4099731,1.638706684,,,539.4099731,122.2440262,
,,,,,,539.5499878,6.021589279,539.5499878,1.592476964,,,539.5499878,121.8036346,
,,,,,,539.8499756,5.966143131,539.8499756,1.674107194,,,539.8499756,120.8723068,
,,,,,,540,5.817628384,540,1.548602223,,,540,119.4598389,
,,,,,,540.1400146,5.829507351,540.1400146,1.572762132,,,540.1400146,118.2386627,
,,,,,,540.4400024,5.880456924,540.4400024,1.446108103,,,540.4400024,117.5827484,
,,,,,,540.5800171,5.848816872,540.5800171,1.479459643,,,540.5800171,117.4140778,
,,,,,,540.7299805,5.743890762,540.7299805,1.488987207,,,540.7299805,117.0198822,
,,,,,,541.0200195,5.710166454,541.0200195,1.534658194,,,541.0200195,115.8512878,
,,,,,,541.1699829,5.657779217,541.1699829,1.546765566,,,541.1699829,115.1724014,
,,,,,,541.4699707,5.503652096,541.4699707,1.488858938,,,541.4699707,113.2047653,
,,,,,,541.6099854,5.579634666,541.6099854,1.395560265,,,541.6099854,112.728241,
,,,,,,541.7600098,5.614962101,541.7600098,1.472555995,,,541.7600098,111.7012024,
,,,,,,542.0499878,5.487015247,542.0499878,1.48241055,,,542.0499878,111.986763,
,,,,,,542.2000122,5.410821438,542.2000122,1.501712561,,,542.2000122,111.4629745,
,,,,,,542.3499756,5.333259583,542.3499756,1.527231336,,,542.3499756,110.2073898,
,,,,,,542.6400146,5.172953606,542.6400146,1.327721596,,,542.6400146,109.3084641,
,,,,,,542.789978,5.367349148,542.789978,1.375051856,,,542.789978,109.29599,
,,,,,,542.9400024,5.443041801,542.9400024,1.402032852,,,542.9400024,108.4080811,
,,,,,,543.2299805,5.229431629,543.2299805,1.347536802,,,543.2299805,107.2896423,
,,,,,,543.3800049,5.20788002,543.3800049,1.41896987,,,543.3800049,106.8768234,
,,,,,,543.5200195,5.145827293,543.5200195,1.431739926,,,543.5200195,105.1836624,
,,,,,,543.8200073,5.156389713,543.8200073,1.399650097,,,543.8200073,105.3640747,
,,,,,,543.9699707,5.241800308,543.9699707,1.338578701,,,543.9699707,104.1098633,
,,,,,,544.2600098,5.07095623,544.2600098,1.294726133,,,544.2600098,103.9778671,
,,,,,,544.4099731,5.11698103,544.4099731,1.411571026,,,544.4099731,102.6568909,
,,,,,,544.5499878,5.045425892,544.5499878,1.225075841,,,544.5499878,103.1247482,
,,,,,,544.8499756,4.808940411,544.8499756,1.313721776,,,544.8499756,100.0711517,
,,,,,,545,4.864683151,545,1.356290579,,,545,99.1410141,
,,,,,,545.1400146,4.857844353,545.1400146,1.236512899,,,545.1400146,99.51583099,
,,,,,,545.4400024,4.832289219,545.4400024,1.339209914,,,545.4400024,99.41329956,
,,,,,,545.5800171,4.911550522,545.5800171,1.208576441,,,545.5800171,98.12796021,
,,,,,,545.7299805,4.749680042,545.7299805,1.30453229,,,545.7299805,98.13980103,
,,,,,,546.0200195,4.617900372,546.0200195,1.185458422,,,546.0200195,96.06083679,
,,,,,,546.1699829,4.631979465,546.1699829,1.208013654,,,546.1699829,95.8595047,
,,,,,,546.4699707,4.533296585,546.4699707,1.199967384,,,546.4699707,94.68056488,
,,,,,,546.6099854,4.590323448,546.6099854,1.147504807,,,546.6099854,94.8910675,
,,,,,,546.7600098,4.537238598,546.7600098,1.214039683,,,546.7600098,94.07036591,
,,,,,,547.0499878,4.471843719,547.0499878,1.029775023,,,547.0499878,93.28475189,
,,,,,,547.2000122,4.540118217,547.2000122,1.131511688,,,547.2000122,92.43522644,
,,,,,,547.3499756,4.366530895,547.3499756,1.284440637,,,547.3499756,92.24573517,
,,,,,,547.6400146,4.324463367,547.6400146,1.177633762,,,547.6400146,91.49608612,
,,,,,,547.789978,4.402481556,547.789978,1.119176745,,,547.789978,91.02871704,
,,,,,,547.9400024,4.349817753,547.9400024,1.050367594,,,547.9400024,91.08395386,
,,,,,,548.2299805,4.305143356,548.2299805,1.180090427,,,548.2299805,90.24317932,
,,,,,,548.3800049,4.234612465,548.3800049,1.069199681,,,548.3800049,88.39313507,
,,,,,,548.5200195,4.231948376,548.5200195,1.221735597,,,548.5200195,88.0579834,
,,,,,,548.8200073,4.266590118,548.8200073,1.087078691,,,548.8200073,87.5169754,
,,,,,,548.9699707,4.198755741,548.9699707,1.119190574,,,548.9699707,87.36071014,
,,,,,,549.2600098,4.173659801,549.2600098,1.165638447,,,549.2600098,86.63510132,
,,,,,,549.4099731,4.166429043,549.4099731,1.061849594,,,549.4099731,84.66358185,
,,,,,,549.5499878,4.074961185,549.5499878,1.089914799,,,549.5499878,83.69135284,
,,,,,,549.8499756,4.070771694,549.8499756,1.027826071,,,549.8499756,83.46496582,
,,,,,,550,4.006113529,550,1.10865438,,,550,83.32093811,
,,,,,,550.1400146,3.934858322,550.1400146,1.195723414,,,550.1400146,83.34060669,
,,,,,,550.4400024,3.972910404,550.4400024,1.020843744,,,550.4400024,82.48943329,
,,,,,,550.5800171,3.969683409,550.5800171,1.029119134,,,550.5800171,81.52132416,
,,,,,,550.7299805,3.933093548,550.7299805,1.114341378,,,550.7299805,80.95674896,
,,,,,,551.0200195,3.840358973,551.0200195,1.034247756,,,551.0200195,79.82896423,
,,,,,,551.1699829,3.857909203,551.1699829,0.9699624777,,,551.1699829,80.1428833,
,,,,,,551.4699707,3.815933466,551.4699707,1.084673405,,,551.4699707,79.41470337,
,,,,,,551.6099854,3.695444107,551.6099854,0.9739329815,,,551.6099854,78.57858276,
,,,,,,551.7600098,3.816088676,551.7600098,0.9135862589,,,551.7600098,78.19734192,
,,,,,,552.0499878,3.52680254,552.0499878,0.9315593243,,,552.0499878,76.77005005,
,,,,,,552.2000122,3.636669159,552.2000122,1.091848612,,,552.2000122,76.31626129,
,,,,,,552.3499756,3.702719688,552.3499756,0.9017301798,,,552.3499756,76.27648163,
,,,,,,552.6400146,3.632618904,552.6400146,0.9575385451,,,552.6400146,75.64031219,
,,,,,,552.789978,3.668734789,552.789978,1.000389814,,,552.789978,75.40090179,
,,,,,,552.9400024,3.5055058,552.9400024,0.9289970994,,,552.9400024,74.83387756,
,,,,,,553.2299805,3.552428246,553.2299805,0.9667919874,,,553.2299805,73.07488251,
,,,,,,553.3800049,3.461674929,553.3800049,1.009029627,,,553.3800049,73.44280243,
,,,,,,553.5200195,3.581840992,553.5200195,1.039494276,,,553.5200195,72.02974701,
,,,,,,553.8200073,3.516253948,553.8200073,0.9062313437,,,553.8200073,71.99259949,
,,,,,,553.9699707,3.523407459,553.9699707,0.8409025073,,,553.9699707,71.90309143,
,,,,,,554.2600098,3.396341801,554.2600098,0.9407337904,,,554.2600098,69.97290802,
,,,,,,554.4099731,3.366129637,554.4099731,0.987418592,,,554.4099731,69.10005951,
,,,,,,554.5499878,3.353574038,554.5499878,0.9531095624,,,554.5499878,69.84449768,
,,,,,,554.8499756,3.341417313,554.8499756,0.7765669227,,,554.8499756,69.38436127,
,,,,,,555,3.427687883,555,0.9193817377,,,555,68.05710602,
,,,,,,555.1400146,3.242662668,555.1400146,0.9883285761,,,555.1400146,68.76808929,
,,,,,,555.4400024,3.184919596,555.4400024,0.9541620612,,,555.4400024,67.30941772,
,,,,,,555.5800171,3.260725021,555.5800171,0.8453461528,,,555.5800171,66.23162842,
,,,,,,555.7299805,3.17310977,555.7299805,0.874879539,,,555.7299805,66.43978882,
,,,,,,556.0200195,3.14509511,556.0200195,0.9106767178,,,556.0200195,66.02134705,
,,,,,,556.1699829,3.152810335,556.1699829,0.8822003007,,,556.1699829,65.31684113,
,,,,,,556.4699707,3.138529778,556.4699707,0.8620074987,,,556.4699707,64.54930115,
,,,,,,556.6099854,3.134757757,556.6099854,0.8932300806,,,556.6099854,64.4801712,
,,,,,,556.7600098,3.038364887,556.7600098,0.853315115,,,556.7600098,64.10363007,
,,,,,,557.0499878,3.020056725,557.0499878,0.7935593724,,,557.0499878,62.73122787,
,,,,,,557.2000122,3.059643269,557.2000122,0.8973937035,,,557.2000122,62.74385834,
,,,,,,557.3499756,2.929721117,557.3499756,0.9922149181,,,557.3499756,61.98349762,
,,,,,,557.6400146,3.048166752,557.6400146,0.8032644391,,,557.6400146,61.63525772,
,,,,,,557.789978,2.932371616,557.789978,0.823071897,,,557.789978,59.4743309,
,,,,,,557.9400024,2.951695681,557.9400024,0.8880143762,,,557.9400024,60.7324295,
,,,,,,558.2299805,2.849421978,558.2299805,0.765789628,,,558.2299805,60.54172897,
,,,,,,558.3800049,2.899986744,558.3800049,0.7290893793,,,558.3800049,59.80847931,
,,,,,,558.5200195,2.9042871,558.5200195,0.789691627,,,558.5200195,59.1487236,
,,,,,,558.8200073,2.795480728,558.8200073,0.8549700975,,,558.8200073,57.80394363,
,,,,,,558.9699707,2.788837671,558.9699707,0.8001024127,,,558.9699707,57.92069244,
,,,,,,559.2600098,2.730353594,559.2600098,0.770177722,,,559.2600098,57.04774857,
,,,,,,559.4099731,2.753127813,559.4099731,0.8944485784,,,559.4099731,56.32906723,
,,,,,,559.5499878,2.768913031,559.5499878,0.8565694094,,,559.5499878,56.89281845,
,,,,,,559.8499756,2.653184652,559.8499756,0.7133814096,,,559.8499756,55.81773376,
,,,,,,560,2.744440794,560,0.8802371025,,,560,55.44953918,
,,,,,,560.1400146,2.761555195,560.1400146,0.9065551162,,,560.1400146,54.66461563,
,,,,,,560.4400024,2.652299166,560.4400024,0.7449699044,,,560.4400024,54.46855164,
,,,,,,560.5800171,2.629031658,560.5800171,0.7610780597,,,560.5800171,53.74599838,
,,,,,,560.7299805,2.605347633,560.7299805,0.740670979,,,560.7299805,53.39821243,
,,,,,,561.0200195,2.622321606,561.0200195,0.7786141038,,,561.0200195,53.06370544,
,,,,,,561.1699829,2.579126596,561.1699829,0.7145819068,,,561.1699829,52.53128815,
,,,,,,561.4699707,2.523914337,561.4699707,0.6999248862,,,561.4699707,51.97711945,
,,,,,,561.6099854,2.513283253,561.6099854,0.6914488673,,,561.6099854,51.28491974,
,,,,,,561.7600098,2.611629248,561.7600098,0.7885042429,,,561.7600098,51.91536331,
,,,,,,562.0499878,2.585085154,562.0499878,0.8055025935,,,562.0499878,50.361763,
,,,,,,562.2000122,2.592173815,562.2000122,0.6729813814,,,562.2000122,50.51996613,
,,,,,,562.3499756,2.554630995,562.3499756,0.6458843946,,,562.3499756,49.97018433,
,,,,,,562.6400146,2.509259939,562.6400146,0.6469646096,,,562.6400146,49.15177917,
,,,,,,562.789978,2.433150291,562.789978,0.6762680411,,,562.789978,48.62702179,
,,,,,,562.9400024,2.430007219,562.9400024,0.6452307105,,,562.9400024,48.86277771,
,,,,,,563.2299805,2.48315382,563.2299805,0.7080349326,,,563.2299805,48.03339767,
,,,,,,563.3800049,2.429788351,563.3800049,0.7522871494,,,563.3800049,47.85281372,
,,,,,,563.5200195,2.368786573,563.5200195,0.768789649,,,563.5200195,47.15316391,
,,,,,,563.8200073,2.410753965,563.8200073,0.6891028881,,,563.8200073,46.14779282,
,,,,,,563.9699707,2.351890564,563.9699707,0.7045151591,,,563.9699707,46.39059067,
,,,,,,564.2600098,2.335508347,564.2600098,0.7059896588,,,564.2600098,45.91846466,
,,,,,,564.4099731,2.28397131,564.4099731,0.6817708611,,,564.4099731,45.42731476,
,,,,,,564.5499878,2.250252247,564.5499878,0.6500121951,,,564.5499878,44.73672485,
,,,,,,564.8499756,2.243312359,564.8499756,0.7044756413,,,564.8499756,44.49044037,
,,,,,,565,2.265216351,565,0.5886626244,,,565,44.11079788,
,,,,,,565.1400146,2.23085618,565.1400146,0.6844627261,,,565.1400146,43.58581924,
,,,,,,565.4400024,2.214504719,565.4400024,0.6194739938,,,565.4400024,43.68729019,
,,,,,,565.5800171,2.151793718,565.5800171,0.6167827845,,,565.5800171,43.59741974,
,,,,,,565.7299805,2.139629364,565.7299805,0.6441508532,,,565.7299805,43.23840714,
,,,,,,566.0200195,2.190537453,566.0200195,0.657433331,,,566.0200195,42.54971695,
,,,,,,566.1699829,2.154803514,566.1699829,0.6383004785,,,566.1699829,41.6278038,
,,,,,,566.4699707,2.151356459,566.4699707,0.6006795168,,,566.4699707,41.31587982,
,,,,,,566.6099854,2.141247034,566.6099854,0.6070723534,,,566.6099854,41.46893692,
,,,,,,566.7600098,2.014001608,566.7600098,0.5915538669,,,566.7600098,41.1219902,
,,,,,,567.0499878,2.064759493,567.0499878,0.5764439106,,,567.0499878,40.37641525,
,,,,,,567.2000122,2.071526766,567.2000122,0.647868216,,,567.2000122,39.76496124,
,,,,,,567.3499756,2.03222847,567.3499756,0.5456518531,,,567.3499756,39.75902939,
,,,,,,567.6400146,2.063525677,567.6400146,0.5253334641,,,567.6400146,39.08602524,
,,,,,,567.789978,1.9863832,567.789978,0.6680952907,,,567.789978,38.92422485,
,,,,,,567.9400024,2.042103291,567.9400024,0.720985055,,,567.9400024,38.69533539,
,,,,,,568.2299805,1.99915123,568.2299805,0.5184928775,,,568.2299805,38.46657181,
,,,,,,568.3800049,1.913585663,568.3800049,0.5692928433,,,568.3800049,37.34752274,
,,,,,,568.5200195,1.978735924,568.5200195,0.6081479192,,,568.5200195,37.7478981,
,,,,,,568.8200073,1.936034203,568.8200073,0.6245822906,,,568.8200073,37.22196579,
,,,,,,568.9699707,1.903573751,568.9699707,0.5357754827,,,568.9699707,37.09002304,
,,,,,,569.2600098,1.950673103,569.2600098,0.5414084196,,,569.2600098,36.67061615,
,,,,,,569.4099731,1.888424397,569.4099731,0.5050315857,,,569.4099731,36.20143127,
,,,,,,569.5499878,1.860135436,569.5499878,0.6156513691,,,569.5499878,35.61467743,
,,,,,,569.8499756,1.78058517,569.8499756,0.6485639811,,,569.8499756,35.40437698,
,,,,,,570,1.842894435,570,0.5182576776,,,570,35.45180511,
,,,,,,570.1400146,1.826465964,570.1400146,0.6709051132,,,570.1400146,35.22009277,
,,,,,,570.4400024,1.854291558,570.4400024,0.5315204263,,,570.4400024,34.20064926,
,,,,,,570.5800171,1.826434135,570.5800171,0.5809174776,,,570.5800171,34.43171692,
,,,,,,570.7299805,1.802610517,570.7299805,0.4845503271,,,570.7299805,33.90103531,
,,,,,,571.0200195,1.771215081,571.0200195,0.5870031118,,,571.0200195,33.72563171,
,,,,,,571.1699829,1.717058539,571.1699829,0.556946218,,,571.1699829,33.42443466,
,,,,,,571.4699707,1.694468021,571.4699707,0.5250787139,,,571.4699707,32.88008499,
,,,,,,571.6099854,1.803734779,571.6099854,0.5167379379,,,571.6099854,32.79688644,
,,,,,,571.7600098,1.755625725,571.7600098,0.5482386947,,,571.7600098,32.27778244,
,,,,,,572.0499878,1.720170856,572.0499878,0.5559310913,,,572.0499878,31.86290359,
,,,,,,572.2000122,1.73346591,572.2000122,0.5750357509,,,572.2000122,32.03181458,
,,,,,,572.3499756,1.606562853,572.3499756,0.458368063,,,572.3499756,30.83949852,
,,,,,,572.6400146,1.654609084,572.6400146,0.5171617866,,,572.6400146,31.24659729,
,,,,,,572.789978,1.688549757,572.789978,0.5581302047,,,572.789978,30.97850609,
,,,,,,572.9400024,1.656201959,572.9400024,0.5954341888,,,572.9400024,30.6965313,
,,,,,,573.2299805,1.655106187,573.2299805,0.5106382966,,,573.2299805,30.15617561,
,,,,,,573.3800049,1.676805377,573.3800049,0.5400297046,,,573.3800049,30.03900719,
,,,,,,573.5200195,1.664336801,573.5200195,0.6206852794,,,573.5200195,29.66413689,
,,,,,,573.8200073,1.712704301,573.8200073,0.577532053,,,573.8200073,29.36978531,
,,,,,,573.9699707,1.666117787,573.9699707,0.6086037755,,,573.9699707,29.33710861,
,,,,,,574.2600098,1.560275435,574.2600098,0.5763160586,,,574.2600098,28.68243027,
,,,,,,574.4099731,1.623950601,574.4099731,0.5852503777,,,574.4099731,28.48334694,
,,,,,,574.5499878,1.572571635,574.5499878,0.5473074913,,,574.5499878,28.03320694,
,,,,,,574.8499756,1.580394387,574.8499756,0.4979348779,,,574.8499756,28.08003616,
,,,,,,575,1.594744682,575,0.5284469724,,,575,27.46666718,
,,,,,,575.1400146,1.532042623,575.1400146,0.6184213161,,,575.1400146,28.04125977,
,,,,,,575.4400024,1.52528882,575.4400024,0.510551393,,,575.4400024,27.22647095,
,,,,,,575.5800171,1.545515656,575.5800171,0.5349739194,,,575.5800171,26.91536331,
,,,,,,575.7299805,1.448744178,575.7299805,0.5014497042,,,575.7299805,26.83073425,
,,,,,,576.0200195,1.47293663,576.0200195,0.4738699198,,,576.0200195,26.37227058,
,,,,,,576.1699829,1.583290577,576.1699829,0.5758342147,,,576.1699829,26.54621315,
,,,,,,576.4699707,1.530255795,576.4699707,0.4774902165,,,576.4699707,26.08010674,
,,,,,,576.6099854,1.546290874,576.6099854,0.4754264057,,,576.6099854,25.27761078,
,,,,,,576.7600098,1.460291743,576.7600098,0.5721187592,,,576.7600098,26.03175926,
,,,,,,577.0499878,1.441262484,577.0499878,0.5003367662,,,577.0499878,25.12660789,
,,,,,,577.2000122,1.468579531,577.2000122,0.4669131339,,,577.2000122,25.3953476,
,,,,,,577.3499756,1.41225338,577.3499756,0.4579657316,,,577.3499756,24.90890121,
,,,,,,577.6400146,1.413995385,577.6400146,0.4564947784,,,577.6400146,24.49923515,
,,,,,,577.789978,1.338223934,577.789978,0.4433606863,,,577.789978,24.23969078,
,,,,,,577.9400024,1.450315595,577.9400024,0.4824561477,,,577.9400024,24.48291016,
,,,,,,578.2299805,1.475148559,578.2299805,0.4569194913,,,578.2299805,24.11262512,
,,,,,,578.3800049,1.388649106,578.3800049,0.4783297181,,,578.3800049,23.83452225,
,,,,,,578.5200195,1.416967869,578.5200195,0.4873389304,,,578.5200195,23.47105026,
,,,,,,578.8200073,1.38041234,578.8200073,0.4764510989,,,578.8200073,23.74724007,
