Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,Pyranine in Water,,Pyranine in Water,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,556.0200195,0.3790990114,556.0200195,3.100099564,415.1499939,296.541748,415.1499939,422.3892822,415.1499939,32.12846375,415.1499939,3.387818575,
,,557.0499878,0.3252488673,557.0499878,3.00474453,415.4500122,303.7193909,415.4500122,420.9304199,415.4500122,32.54344177,415.4500122,3.391428471,
,,557.9400024,0.318230629,557.9400024,2.860919476,415.6000061,308.2080078,415.6000061,420.481842,415.6000061,33.78193665,415.6000061,3.648354769,
,,558.9699707,0.3253131807,558.9699707,2.556001186,415.75,312.6660767,415.75,421.5365295,415.75,33.75765991,415.75,3.395187378,
,,560,0.2844069004,560,2.697509527,416.0599976,320.8033447,416.0599976,423.0802307,416.0599976,34.84276199,416.0599976,3.641435862,
,,561.0200195,0.251126945,561.0200195,2.602626324,416.2099915,320.6919861,416.2099915,420.5302734,416.2099915,34.96609879,416.2099915,3.680509567,
,,562.0499878,0.3185458779,562.0499878,2.497295618,416.3599854,324.3968506,416.3599854,421.2375183,416.3599854,35.45578384,416.3599854,3.809688091,
,,562.9400024,0.2789913416,562.9400024,2.260938168,416.6600037,330.1552429,416.6600037,425.4842834,416.6600037,36.60863113,416.6600037,4.020390511,
,,563.9699707,0.2409546822,563.9699707,2.124285936,416.8099976,332.8906555,416.8099976,425.2873535,416.8099976,37.19965744,416.8099976,3.845427752,
,,565,0.2184219658,565,2.206976891,416.9599915,337.1029358,416.9599915,429.0007324,416.9599915,37.73412704,416.9599915,4.041505337,
,,566.0200195,0.2314502299,566.0200195,2.058017731,417.269989,342.6110535,417.269989,431.0613708,417.269989,38.36447525,417.269989,4.042246342,
,,567.0499878,0.3005974293,567.0499878,1.990198135,417.4200134,342.9588318,417.4200134,430.548584,417.4200134,38.52503586,417.4200134,4.032621861,
,,567.9400024,0.1627420932,567.9400024,1.925624967,417.5700073,344.4751282,417.5700073,431.5792847,417.5700073,39.48988342,417.5700073,4.138410568,
,,568.9699707,0.1556129605,568.9699707,1.870925307,417.7200012,347.0184326,417.7200012,434.5283203,417.7200012,39.49505234,417.7200012,4.343355656,
,,570,0.2160173804,570,1.866042495,418.0299988,352.8616028,418.0299988,439.3226318,418.0299988,40.81618881,418.0299988,4.315520763,
,,571.0200195,0.1315575242,571.0200195,1.795296788,418.1799927,355.0192566,418.1799927,441.995697,418.1799927,42.27407455,418.1799927,4.432508469,
,,572.0499878,0.1792369485,572.0499878,1.678179264,418.3299866,356.9228821,418.3299866,443.22052,418.3299866,43.05181503,418.3299866,4.40618372,
,,572.9400024,0.1832520664,572.9400024,1.626036763,418.6300049,359.2196655,418.6300049,447.1632996,418.6300049,43.10350418,418.6300049,4.632058144,
,,573.9699707,0.1330928802,573.9699707,1.606671453,418.7799988,360.9408264,418.7799988,450.3375854,418.7799988,43.94345856,418.7799988,4.517482281,
,,575,0.1761769652,575,1.456119895,418.9299927,362.0420227,418.9299927,451.1903381,418.9299927,43.98085785,418.9299927,4.513702869,
,,576.0200195,0.1787949204,576.0200195,1.468657732,419.2399902,365.0286255,419.2399902,457.4223022,419.2399902,45.83006668,419.2399902,4.816446781,
,,577.0499878,0.1658958048,577.0499878,1.521210313,419.3900146,367.1792297,419.3900146,457.9864197,419.3900146,47.07789993,419.3900146,4.905019283,
,,577.9400024,0.2084351182,577.9400024,1.383011222,419.5400085,368.6202087,419.5400085,461.8172302,419.5400085,48.06319427,419.5400085,5.065673828,
,,578.9699707,0.08595609665,578.9699707,1.453237176,419.8399963,369.7955017,419.8399963,464.4598999,419.8399963,48.69145584,419.8399963,4.965112686,
,,580,0.2441296577,580,1.306631446,420,371.8109436,420,463.745697,420,49.43169022,420,5.277421474,
,,581.0100098,0.1292515695,581.0100098,1.096433997,420.1499939,371.8030701,420.1499939,467.8783569,420.1499939,49.94470978,420.1499939,5.248828888,
,,582.0200195,0.1304945052,582.0200195,1.238207221,420.4500122,375.0591431,420.4500122,472.8364258,420.4500122,52.69070053,420.4500122,5.372443676,
,,583.039978,0.2259211391,583.039978,1.101721287,420.6000061,376.8685303,420.6000061,473.1132813,420.6000061,53.34291458,420.6000061,5.301163197,
,,584.0499878,0.1079460979,584.0499878,1.120229363,420.75,376.803009,420.75,476.377533,420.75,54.2754097,420.75,5.71154213,
,,585.0700073,0.09578054398,585.0700073,1.1577425,421.0599976,378.0507813,421.0599976,480.752594,421.0599976,55.28204346,421.0599976,5.619502544,
,,585.9400024,0.2682368159,585.9400024,1.066975236,421.2099915,377.3786926,421.2099915,479.6737366,421.2099915,55.86502457,421.2099915,5.862662792,
,,586.9500122,0.1199858561,586.9500122,0.980404675,421.3599854,378.4631042,421.3599854,480.5977173,421.3599854,55.96043015,421.3599854,5.834993362,
,,587.9699707,0.0694128871,587.9699707,0.9715296626,421.6600037,379.3626404,421.6600037,483.2129211,421.6600037,58.30447769,421.6600037,6.214416504,
,,588.9799805,0.04369046912,588.9799805,1.003178716,421.8099976,379.6376953,421.8099976,488.1934814,421.8099976,59.2532959,421.8099976,6.310561657,
,,590,0.1070225686,590,0.9692527652,421.9599915,379.6249084,421.9599915,488.2098083,421.9599915,60.65872574,421.9599915,6.266164303,
,,591.0100098,0.1252387315,591.0100098,0.8759422898,422.269989,380.6582642,422.269989,489.4326172,422.269989,61.78871155,422.269989,6.319880009,
,,592.0200195,0.1340174675,592.0200195,0.8169986606,422.4200134,380.1269531,422.4200134,489.9118652,422.4200134,61.66872025,422.4200134,6.537154198,
,,593.039978,0.1290297657,593.039978,0.9286350012,422.5700073,379.0997925,422.5700073,492.6402588,422.5700073,62.68273926,422.5700073,6.26061821,
,,594.0499878,0.103351824,594.0499878,0.8140212297,422.7200012,379.9588013,422.7200012,491.7906494,422.7200012,63.40192413,422.7200012,6.66957283,
,,595.0700073,0.09158767015,595.0700073,0.6979683638,423.0299988,378.7808228,423.0299988,492.5876465,423.0299988,64.95431519,423.0299988,6.962049484,
,,595.9400024,0.01903758757,595.9400024,0.8347664475,423.1799927,378.6742249,423.1799927,491.4022522,423.1799927,65.51074219,423.1799927,6.99017334,
,,596.9500122,0.0701110363,596.9500122,0.9264799356,423.3299866,377.9295044,423.3299866,492.2915344,423.3299866,66.89546204,423.3299866,6.985963345,
,,597.9699707,0.02540101856,597.9699707,0.7408237457,423.6300049,378.2265625,423.6300049,493.2619019,423.6300049,67.16921234,423.6300049,7.373412609,
,,598.9799805,0.08205516636,598.9799805,0.814661324,423.7799988,377.4566956,423.7799988,492.3991089,423.7799988,68.08444977,423.7799988,7.442730904,
,,600,0.1201626658,600,0.6896639466,423.9299927,376.4797363,423.9299927,494.4029846,423.9299927,69.20604706,423.9299927,7.185710907,
,,,,,,424.2399902,375.967041,424.2399902,494.0082397,424.2399902,71.14254761,424.2399902,7.48386097,
,,,,,,424.3900146,374.4896851,424.3900146,492.678894,424.3900146,71.17151642,424.3900146,7.403077126,
,,,,,,424.5400085,374.5346069,424.5400085,491.95047,424.5400085,72.43193054,424.5400085,7.715713024,
,,,,,,424.8399963,373.3984985,424.8399963,492.1194458,424.8399963,73.02983856,424.8399963,8.109900475,
,,,,,,425,372.1401978,425,492.4641724,425,73.64596558,425,7.77335453,
,,,,,,425.1499939,372.5552673,425.1499939,488.4837341,425.1499939,74.29730225,425.1499939,7.699789524,
,,,,,,425.4500122,370.62323,425.4500122,488.4004211,425.4500122,76.26439667,425.4500122,8.059972763,
,,,,,,425.6000061,368.4760437,425.6000061,485.8424072,425.6000061,76.27806091,425.6000061,8.155890465,
,,,,,,425.75,368.0581055,425.75,485.4862671,425.75,77.40148163,425.75,8.2570858,
,,,,,,426.0599976,366.4878845,426.0599976,483.810791,426.0599976,78.01010895,426.0599976,8.651197433,
,,,,,,426.2099915,364.7799072,426.2099915,481.5983276,426.2099915,78.03632355,426.2099915,8.357067108,
,,,,,,426.3599854,364.5884705,426.3599854,479.1598816,426.3599854,78.93704987,426.3599854,8.287276268,
,,,,,,426.6600037,361.312439,426.6600037,475.1922913,426.6600037,79.66965485,426.6600037,8.52449894,
,,,,,,426.8099976,360.098999,426.8099976,472.0485229,426.8099976,80.67224884,426.8099976,8.417806625,
,,,,,,426.9599915,360.4277954,426.9599915,470.5224609,426.9599915,82.03212738,426.9599915,8.704440117,
,,,,,,427.269989,357.6938477,427.269989,468.4441833,427.269989,81.6611557,427.269989,8.769356728,
,,,,,,427.4200134,357.1201782,427.4200134,466.2107544,427.4200134,82.20456696,427.4200134,8.701663017,
,,,,,,427.5700073,357.4719238,427.5700073,462.2457886,427.5700073,82.21296692,427.5700073,8.586420059,
,,,,,,427.7200012,353.3632813,427.7200012,458.8258667,427.7200012,83.52936554,427.7200012,8.902867317,
,,,,,,428.0299988,352.6002502,428.0299988,454.1465149,428.0299988,84.55183411,428.0299988,9.076239586,
,,,,,,428.1799927,351.2262573,428.1799927,449.6747131,428.1799927,83.91797638,428.1799927,8.919556618,
,,,,,,428.3299866,349.95401,428.3299866,448.98703,428.3299866,85.0435791,428.3299866,8.795807838,
,,,,,,428.6300049,347.6195374,428.6300049,445.166687,428.6300049,85.63678741,428.6300049,9.078134537,
,,,,,,428.7799988,348.0175781,428.7799988,442.9581909,428.7799988,84.96517944,428.7799988,8.913510323,
,,,,,,428.9299927,346.2258301,428.9299927,440.2304993,428.9299927,86.08892822,428.9299927,9.185631752,
,,,,,,429.2399902,343.1529846,429.2399902,434.2121887,429.2399902,85.9254303,429.2399902,9.309174538,
,,,,,,429.3900146,342.1869507,429.3900146,430.2743225,429.3900146,86.90164185,429.3900146,9.25620079,
,,,,,,429.5400085,341.6862793,429.5400085,430.3330994,429.5400085,86.93436432,429.5400085,9.171465874,
,,,,,,429.8399963,339.8662109,429.8399963,425.7407837,429.8399963,88.13967896,429.8399963,9.213438988,
,,,,,,430,338.9794006,430,420.8560486,430,88.26812744,430,9.293634415,
,,,,,,430.1499939,337.25,430.1499939,416.5126343,430.1499939,88.64134216,430.1499939,9.429391861,
,,,,,,430.4500122,335.5499268,430.4500122,404.6861572,430.4500122,88.93050385,430.4500122,9.43437767,
,,,,,,430.6000061,334.5428467,430.6000061,403.3284912,430.6000061,89.67009735,430.6000061,9.410108566,
,,,,,,430.75,334.2067871,430.75,398.43396,430.75,88.87654114,430.75,9.452407837,
,,,,,,431.0599976,333.3845825,431.0599976,395.3251953,431.0599976,90.23300934,431.0599976,9.748171806,
,,,,,,431.2099915,331.997345,431.2099915,391.6867371,431.2099915,89.83529663,431.2099915,9.485333443,
,,,,,,431.3599854,331.0464172,431.3599854,387.6903076,431.3599854,91.2345047,431.3599854,9.705114365,
,,,,,,431.6600037,328.8306885,431.6600037,376.8044739,431.6600037,91.78771973,431.6600037,9.824565887,
,,,,,,431.8099976,327.9133301,431.8099976,376.5358582,431.8099976,91.43817902,431.8099976,9.396083832,
,,,,,,431.9599915,327.3114624,431.9599915,372.6960449,431.9599915,91.40101624,431.9599915,9.532280922,
,,,,,,432.269989,327.7287292,432.269989,366.7426758,432.269989,92.34041595,432.269989,9.766593933,
,,,,,,432.4200134,326.6651001,432.4200134,362.7345276,432.4200134,92.47512817,432.4200134,9.613966942,
,,,,,,432.5700073,324.8952332,432.5700073,358.6851196,432.5700073,91.64635468,432.5700073,9.763707161,
,,,,,,432.7200012,325.0463867,432.7200012,353.303009,432.7200012,93.05114746,432.7200012,9.582726479,
,,,,,,433.0299988,323.7896118,433.0299988,348.089386,433.0299988,92.54985046,433.0299988,9.753966331,
,,,,,,433.1799927,323.37854,433.1799927,345.8494873,433.1799927,93.38069916,433.1799927,9.781506538,
,,,,,,433.3299866,323.1177063,433.3299866,344.0233154,433.3299866,93.5598526,433.3299866,9.62107563,
,,,,,,433.6300049,322.7160339,433.6300049,338.6513672,433.6300049,93.40855408,433.6300049,9.911447525,
,,,,,,433.7799988,321.3467712,433.7799988,332.8600769,433.7799988,93.18952942,433.7799988,9.995222092,
,,,,,,433.9299927,320.4134216,433.9299927,327.7525024,433.9299927,93.72485352,433.9299927,9.552434921,
,,,,,,434.2399902,320.2079468,434.2399902,323.1558838,434.2399902,93.48843384,434.2399902,9.896585464,
,,,,,,434.3900146,319.216217,434.3900146,320.2226868,434.3900146,94.04027557,434.3900146,9.776922226,
,,,,,,434.5400085,318.1473083,434.5400085,316.6480103,434.5400085,94.50350189,434.5400085,10.17739296,
,,,,,,434.8399963,318.0779724,434.8399963,309.0143127,434.8399963,94.35864258,434.8399963,9.94011879,
,,,,,,435,317.7294617,435,309.4276733,435,94.44142914,435,9.767477036,
,,,,,,435.1499939,317.6935425,435.1499939,303.4242554,435.1499939,94.54793549,435.1499939,9.841292381,
,,,,,,435.4500122,317.2242432,435.4500122,294.5330505,435.4500122,94.23362732,435.4500122,10.1980629,
,,,,,,435.6000061,315.2099304,435.6000061,293.922821,435.6000061,94.42951202,435.6000061,9.972629547,
,,,,,,435.75,315.4682007,435.75,291.160614,435.75,95.02664948,435.75,10.1442709,
,,,,,,436.0599976,315.5851135,436.0599976,285.4720764,436.0599976,95.84200287,436.0599976,10.04664803,
,,,,,,436.2099915,315.1929321,436.2099915,281.3273926,436.2099915,95.2510376,436.2099915,10.09746456,
,,,,,,436.3599854,314.6208496,436.3599854,277.412262,436.3599854,94.82559204,436.3599854,10.08084965,
,,,,,,436.6600037,313.6597595,436.6600037,272.1499939,436.6600037,96.14731598,436.6600037,10.09298515,
,,,,,,436.8099976,313.723938,436.8099976,272.1153259,436.8099976,96.22885132,436.8099976,9.806343079,
,,,,,,436.9599915,312.9087524,436.9599915,269.0991516,436.9599915,96.25041962,436.9599915,9.964263916,
,,,,,,437.269989,311.9376526,437.269989,265.2506409,437.269989,95.34123993,437.269989,10.03884315,
,,,,,,437.4200134,312.7993469,437.4200134,260.3358154,437.4200134,96.11949158,437.4200134,10.23676491,
,,,,,,437.5700073,311.2868347,437.5700073,257.6412964,437.5700073,95.64315033,437.5700073,10.28641224,
,,,,,,437.7200012,310.5160217,437.7200012,254.8200226,437.7200012,95.66326904,437.7200012,10.32979298,
,,,,,,438.0299988,310.7522888,438.0299988,252.0736694,438.0299988,95.67529297,438.0299988,10.19818497,
,,,,,,438.1799927,311.2465515,438.1799927,251.3867035,438.1799927,95.6931076,438.1799927,10.29001427,
,,,,,,438.3299866,309.7105408,438.3299866,247.5920715,438.3299866,96.29174805,438.3299866,10.48538876,
,,,,,,438.6300049,310.2154236,438.6300049,244.8702393,438.6300049,96.60719299,438.6300049,10.00891685,
,,,,,,438.7799988,308.607666,438.7799988,240.3973083,438.7799988,95.98854065,438.7799988,10.14073849,
,,,,,,438.9299927,308.8698425,438.9299927,238.4211578,438.9299927,96.64014435,438.9299927,10.24508858,
,,,,,,439.2399902,308.6825256,439.2399902,234.2347107,439.2399902,95.84455872,439.2399902,10.30558395,
,,,,,,439.3900146,307.5953064,439.3900146,233.7259979,439.3900146,96.4260025,439.3900146,10.26335812,
,,,,,,439.5400085,308.0557861,439.5400085,233.9253082,439.5400085,96.22290039,439.5400085,10.10961437,
,,,,,,439.8399963,307.0391541,439.8399963,229.842453,439.8399963,96.60800934,439.8399963,10.15279388,
,,,,,,440,305.2101135,440,226.2770844,440,95.93405914,440,10.31469727,
,,,,,,440.1400146,305.1412354,440.1400146,223.2791443,440.1400146,96.92784882,440.1400146,10.19112301,
,,,,,,440.4400024,305.3895874,440.4400024,220.3273926,440.4400024,96.59663391,440.4400024,10.28670311,
,,,,,,440.5899963,304.1860046,440.5899963,219.1749115,440.5899963,96.89517975,440.5899963,10.28987408,
,,,,,,440.7399902,305.1821899,440.7399902,218.4676361,440.7399902,96.15591431,440.7399902,10.00967407,
,,,,,,441.0400085,303.3271484,441.0400085,214.589035,441.0400085,96.42406464,441.0400085,10.51156712,
,,,,,,441.1900024,302.1211853,441.1900024,212.2798767,441.1900024,96.66619873,441.1900024,10.21047401,
,,,,,,441.3399963,302.7138367,441.3399963,210.6820679,441.3399963,95.96056366,441.3399963,9.93556118,
,,,,,,441.6400146,301.2351379,441.6400146,209.2399597,441.6400146,96.63672638,441.6400146,10.24256325,
,,,,,,441.7900085,300.7757874,441.7900085,207.2907104,441.7900085,96.03440094,441.7900085,10.21910763,
,,,,,,441.9400024,299.5614014,441.9400024,206.9190063,441.9400024,95.76474762,441.9400024,10.20521736,
,,,,,,442.230011,299.572052,442.230011,202.6820068,442.230011,96.33666992,442.230011,10.27295113,
,,,,,,442.3800049,297.6917114,442.3800049,202.5288849,442.3800049,96.03533936,442.3800049,10.10516548,
,,,,,,442.5299988,297.7762756,442.5299988,201.1651764,442.5299988,95.93895721,442.5299988,10.07150936,
,,,,,,442.8299866,297.1555786,442.8299866,199.0775604,442.8299866,96.07575226,442.8299866,10.49517441,
,,,,,,442.980011,296.7014465,442.980011,198.7508698,442.980011,95.29016876,442.980011,10.31508636,
,,,,,,443.1300049,296.3118286,443.1300049,198.8770142,443.1300049,95.75878906,443.1300049,10.15168476,
,,,,,,443.4299927,294.5877991,443.4299927,196.0433197,443.4299927,95.77662659,443.4299927,10.33385849,
,,,,,,443.5799866,294.0881653,443.5799866,194.5761566,443.5799866,96.6442337,443.5799866,10.12412262,
,,,,,,443.730011,293.2052612,443.730011,194.2324677,443.730011,95.42956543,443.730011,10.49715519,
,,,,,,444.019989,291.6940002,444.019989,191.9407501,444.019989,95.82671356,444.019989,10.32610035,
,,,,,,444.1700134,290.1989441,444.1700134,190.2889862,444.1700134,96.20927429,444.1700134,9.891054153,
,,,,,,444.3200073,291.2805176,444.3200073,190.406311,444.3200073,95.5116806,444.3200073,10.0714426,
,,,,,,444.6199951,289.2915039,444.6199951,187.5247345,444.6199951,95.84690857,444.6199951,10.00778866,
,,,,,,444.769989,287.6071777,444.769989,185.7388763,444.769989,96.24430084,444.769989,10.11941814,
,,,,,,445.0700073,285.1941528,445.0700073,184.1520538,445.0700073,95.48738861,445.0700073,10.12223816,
,,,,,,445.2200012,285.0566711,445.2200012,183.5029602,445.2200012,96.45316315,445.2200012,10.21141911,
,,,,,,445.3699951,283.9979858,445.3699951,182.3922424,445.3699951,95.58467102,445.3699951,10.31838131,
,,,,,,445.6700134,282.1322632,445.6700134,180.8122711,445.6700134,96.09870148,445.6700134,10.10075951,
,,,,,,445.8200073,281.479126,445.8200073,179.5171661,445.8200073,95.16549683,445.8200073,10.04131413,
,,,,,,445.9700012,279.8628235,445.9700012,178.8846588,445.9700012,95.74008942,445.9700012,10.05928135,
,,,,,,446.2600098,278.5118103,446.2600098,177.6182098,446.2600098,94.80574036,446.2600098,10.35461807,
,,,,,,446.4100037,278.0198975,446.4100037,177.0082397,446.4100037,95.08344269,446.4100037,9.963260651,
,,,,,,446.5599976,276.6882629,446.5599976,177.0642242,446.5599976,95.17975616,446.5599976,10.24970341,
,,,,,,446.7099915,276.5297546,446.7099915,175.5440369,446.7099915,95.53077698,446.7099915,9.845714569,
,,,,,,447.0100098,273.630188,447.0100098,173.0035095,447.0100098,94.84786224,447.0100098,10.2729311,
,,,,,,447.1600037,271.6858521,447.1600037,171.5334778,447.1600037,95.28800201,447.1600037,9.907712936,
,,,,,,447.4599915,269.9636841,447.4599915,170.1937408,447.4599915,94.95990753,447.4599915,10.07717419,
,,,,,,447.6099854,269.8161316,447.6099854,169.8220062,447.6099854,95.07414246,447.6099854,9.910693169,
,,,,,,447.7600098,269.0108643,447.7600098,169.6363068,447.7600098,94.66786957,447.7600098,10.0842514,
,,,,,,448.0499878,267.0140991,448.0499878,167.670578,448.0499878,95.34294891,448.0499878,9.928152084,
,,,,,,448.2000122,264.857666,448.2000122,167.0332794,448.2000122,94.86592865,448.2000122,9.998520851,
,,,,,,448.3500061,264.1056213,448.3500061,166.1038513,448.3500061,94.57984161,448.3500061,9.994245529,
,,,,,,448.6499939,261.0828552,448.6499939,164.0073242,448.6499939,94.18984222,448.6499939,9.824055672,
,,,,,,448.7999878,261.0386353,448.7999878,164.4804077,448.7999878,94.76819611,448.7999878,10.02399063,
,,,,,,448.9500122,259.6176758,448.9500122,163.5616455,448.9500122,94.85401154,448.9500122,10.03701687,
,,,,,,449.25,257.8343506,449.25,161.5592346,449.25,94.44809723,449.25,9.70593071,
,,,,,,449.3999939,255.5213623,449.3999939,160.0567474,449.3999939,94.44063568,449.3999939,10.01261616,
,,,,,,449.5499878,254.4588776,449.5499878,159.0370636,449.5499878,94.33165741,449.5499878,10.09443378,
,,,,,,449.8500061,251.8780823,449.8500061,157.3000641,449.8500061,94.6257782,449.8500061,9.723530769,
,,,,,,450,250.7280426,450,157.0115662,450,93.8890152,450,10.05093765,
,,,,,,450.1499939,249.7637024,450.1499939,157.1531677,450.1499939,93.39765167,450.1499939,9.909103394,
,,,,,,450.4500122,246.8000641,450.4500122,156.0648804,450.4500122,92.99372864,450.4500122,10.05304813,
,,,,,,450.6000061,245.7208099,450.6000061,155.2095337,450.6000061,93.12223816,450.6000061,9.882498741,
,,,,,,450.75,243.5125885,450.75,153.396225,450.75,93.92936707,450.75,9.933209419,
,,,,,,451.0599976,242.0465851,451.0599976,151.1342316,451.0599976,93.02915955,451.0599976,9.971037865,
,,,,,,451.2099915,240.7943115,451.2099915,149.5395508,451.2099915,93.72924042,451.2099915,9.97406292,
,,,,,,451.3599854,239.5146332,451.3599854,149.4368744,451.3599854,93.89161682,451.3599854,9.93316555,
,,,,,,451.6600037,237.3127899,451.6600037,148.429718,451.6600037,93.35662079,451.6600037,9.834144592,
,,,,,,451.8099976,235.4696045,451.8099976,147.3798828,451.8099976,93.827034,451.8099976,9.944850922,
,,,,,,451.9599915,234.4469452,451.9599915,146.0184174,451.9599915,93.34833527,451.9599915,9.987171173,
,,,,,,452.269989,231.2447205,452.269989,143.979187,452.269989,92.42871094,452.269989,9.942688942,
,,,,,,452.4200134,230.4029846,452.4200134,143.6653748,452.4200134,92.89661407,452.4200134,9.596821785,
,,,,,,452.5700073,229.1210632,452.5700073,143.5499268,452.5700073,92.81298828,452.5700073,9.885387421,
,,,,,,452.7200012,228.1942444,452.7200012,142.7421112,452.7200012,91.96555328,452.7200012,9.422145844,
,,,,,,453.0299988,226.6068726,453.0299988,141.0714264,453.0299988,92.88302612,453.0299988,9.819438934,
,,,,,,453.1799927,224.1086731,453.1799927,138.7060699,453.1799927,92.13788605,453.1799927,9.712280273,
,,,,,,453.3299866,222.6629639,453.3299866,138.6152649,453.3299866,92.66425323,453.3299866,9.650051117,
,,,,,,453.6300049,221.3528595,453.6300049,136.3804779,453.6300049,92.70098114,453.6300049,9.778138161,
,,,,,,453.7799988,219.6739044,453.7799988,136.6476746,453.7799988,92.31252289,453.7799988,9.810189247,
,,,,,,453.9299927,218.9938965,453.9299927,136.3236542,453.9299927,92.63152313,453.9299927,9.711058617,
,,,,,,454.2399902,215.5276642,454.2399902,134.1430206,454.2399902,92.54580688,454.2399902,9.642146111,
,,,,,,454.3900146,213.6209412,454.3900146,131.2562866,454.3900146,92.8015976,454.3900146,9.779075623,
,,,,,,454.5400085,212.4989777,454.5400085,131.4818115,454.5400085,92.51509094,454.5400085,9.920097351,
,,,,,,454.8399963,210.7398834,454.8399963,130.8408203,454.8399963,92.34921265,454.8399963,9.921007156,
,,,,,,455,210.1920013,455,128.6513062,455,92.58389282,455,9.924821854,
,,,,,,455.1499939,207.976181,455.1499939,127.3179932,455.1499939,92.66851044,455.1499939,9.691590309,
,,,,,,455.4500122,205.1624451,455.4500122,125.1678009,455.4500122,92.4802475,455.4500122,9.623423576,
,,,,,,455.6000061,203.3785858,455.6000061,124.9194565,455.6000061,92.85178375,455.6000061,9.835918427,
,,,,,,455.75,202.5510406,455.75,123.850975,455.75,92.45578766,455.75,9.592010498,
,,,,,,456.0599976,200.8703308,456.0599976,122.2970963,456.0599976,92.46073914,456.0599976,9.670564651,
,,,,,,456.2099915,199.9474792,456.2099915,122.8218384,456.2099915,92.94493103,456.2099915,9.923296928,
,,,,,,456.3599854,199.0220642,456.3599854,120.964447,456.3599854,93.57713318,456.3599854,9.650700569,
,,,,,,456.6600037,195.5095825,456.6600037,118.4291611,456.6600037,94.27841949,456.6600037,9.96900177,
,,,,,,456.8099976,194.1736298,456.8099976,117.1135864,456.8099976,92.74966431,456.8099976,9.732359886,
,,,,,,456.9599915,192.9577179,456.9599915,116.2434235,456.9599915,93.46096039,456.9599915,9.698534012,
,,,,,,457.269989,191.2225647,457.269989,115.8096008,457.269989,94.40737152,457.269989,9.678816795,
,,,,,,457.4200134,191.3962555,457.4200134,114.0414963,457.4200134,93.06406403,457.4200134,9.870509148,
,,,,,,457.5700073,189.8654327,457.5700073,114.0581665,457.5700073,93.97097778,457.5700073,10.18666172,
,,,,,,457.7200012,189.1661377,457.7200012,113.1926346,457.7200012,94.12934875,457.7200012,9.838443756,
,,,,,,458.0299988,186.0300446,458.0299988,110.5044479,458.0299988,93.49011993,458.0299988,9.915216446,
,,,,,,458.1799927,184.7289124,458.1799927,108.6066742,458.1799927,93.98682404,458.1799927,9.931611061,
,,,,,,458.3299866,183.3732605,458.3299866,108.208931,458.3299866,94.91134644,458.3299866,10.10422516,
,,,,,,458.6300049,181.7743988,458.6300049,107.8113556,458.6300049,94.72212219,458.6300049,10.15047741,
,,,,,,458.7799988,182.0869446,458.7799988,106.3382797,458.7799988,95.1320343,458.7799988,10.1485033,
,,,,,,458.9299927,180.683197,458.9299927,105.9786987,458.9299927,94.98169708,458.9299927,9.897475243,
,,,,,,459.2399902,177.1948242,459.2399902,102.807106,459.2399902,95.48426056,459.2399902,10.11461926,
,,,,,,459.3900146,175.782196,459.3900146,102.9976501,459.3900146,96.05948639,459.3900146,10.08835125,
,,,,,,459.5400085,175.4507294,459.5400085,101.3668213,459.5400085,96.71143341,459.5400085,10.42729378,
,,,,,,459.8399963,173.5638123,459.8399963,99.95398712,459.8399963,97.2257309,459.8399963,10.30587578,
,,,,,,460,172.9995117,460,99.84439087,460,97.97033691,460,10.16839504,
,,,,,,460.1400146,172.0232391,460.1400146,98.8162384,460.1400146,98.09339905,460.1400146,10.34753418,
,,,,,,460.4400024,169.3600922,460.4400024,96.34046936,460.4400024,98.42024994,460.4400024,10.48925018,
,,,,,,460.5899963,168.1727142,460.5899963,95.60618591,460.5899963,99.67823029,460.5899963,10.3801918,
,,,,,,460.7399902,167.3920288,460.7399902,94.69890594,460.7399902,99.51171112,460.7399902,10.31083107,
,,,,,,461.0400085,166.2935028,461.0400085,93.58695984,461.0400085,99.86070251,461.0400085,10.5593071,
,,,,,,461.1900024,165.715744,461.1900024,93.48267365,461.1900024,100.5105057,461.1900024,10.36388111,
,,,,,,461.3399963,163.9771881,461.3399963,92.54743958,461.3399963,99.84822083,461.3399963,10.55852127,
,,,,,,461.6400146,162.1520996,461.6400146,90.21806335,461.6400146,102.7218857,461.6400146,10.82142735,
,,,,,,461.7900085,161.7913361,461.7900085,89.58344269,461.7900085,103.0185318,461.7900085,10.61384487,
,,,,,,461.9400024,160.0467072,461.9400024,89.09237671,461.9400024,102.5436783,461.9400024,10.89356899,
,,,,,,462.230011,159.2198486,462.230011,87.51593018,462.230011,104.0242004,462.230011,11.05948353,
,,,,,,462.3800049,158.5834045,462.3800049,87.04901123,462.3800049,103.6904144,462.3800049,11.07661152,
,,,,,,462.5299988,157.7320251,462.5299988,86.53337097,462.5299988,104.3792572,462.5299988,11.02633572,
,,,,,,462.8299866,155.8851013,462.8299866,84.53269196,462.8299866,106.1113663,462.8299866,11.2589426,
