Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,438.0299988,310.7522888,438.0299988,252.0736694,
,,,,,,438.1799927,311.2465515,438.1799927,251.3867035,
,,,,,,438.3299866,309.7105408,438.3299866,247.5920715,
,,,,,,438.6300049,310.2154236,438.6300049,244.8702393,
,,,,,,438.7799988,308.607666,438.7799988,240.3973083,
,,,,,,438.9299927,308.8698425,438.9299927,238.4211578,
,,,,,,439.2399902,308.6825256,439.2399902,234.2347107,
,,,,,,439.3900146,307.5953064,439.3900146,233.7259979,
,,,,,,439.5400085,308.0557861,439.5400085,233.9253082,
,,,,,,439.8399963,307.0391541,439.8399963,229.842453,
,,,,,,440,305.2101135,440,226.2770844,
,,,,,,440.1400146,305.1412354,440.1400146,223.2791443,
,,,,,,440.4400024,305.3895874,440.4400024,220.3273926,
,,,,,,440.5899963,304.1860046,440.5899963,219.1749115,
,,,,,,440.7399902,305.1821899,440.7399902,218.4676361,
,,,,,,441.0400085,303.3271484,441.0400085,214.589035,
,,,,,,441.1900024,302.1211853,441.1900024,212.2798767,
,,,,,,441.3399963,302.7138367,441.3399963,210.6820679,
,,,,,,441.6400146,301.2351379,441.6400146,209.2399597,
,,,,,,441.7900085,300.7757874,441.7900085,207.2907104,
,,,,,,441.9400024,299.5614014,441.9400024,206.9190063,
,,,,,,442.230011,299.572052,442.230011,202.6820068,
,,,,,,442.3800049,297.6917114,442.3800049,202.5288849,
,,,,,,442.5299988,297.7762756,442.5299988,201.1651764,
,,,,,,442.8299866,297.1555786,442.8299866,199.0775604,
,,,,,,442.980011,296.7014465,442.980011,198.7508698,
,,,,,,443.1300049,296.3118286,443.1300049,198.8770142,
,,,,,,443.4299927,294.5877991,443.4299927,196.0433197,
,,,,,,443.5799866,294.0881653,443.5799866,194.5761566,
,,,,,,443.730011,293.2052612,443.730011,194.2324677,
,,,,,,444.019989,291.6940002,444.019989,191.9407501,
,,,,,,444.1700134,290.1989441,444.1700134,190.2889862,
,,,,,,444.3200073,291.2805176,444.3200073,190.406311,
,,,,,,444.6199951,289.2915039,444.6199951,187.5247345,
,,,,,,444.769989,287.6071777,444.769989,185.7388763,
,,,,,,445.0700073,285.1941528,445.0700073,184.1520538,
,,,,,,445.2200012,285.0566711,445.2200012,183.5029602,
,,,,,,445.3699951,283.9979858,445.3699951,182.3922424,
,,,,,,445.6700134,282.1322632,445.6700134,180.8122711,
,,,,,,445.8200073,281.479126,445.8200073,179.5171661,
,,,,,,445.9700012,279.8628235,445.9700012,178.8846588,
,,,,,,446.2600098,278.5118103,446.2600098,177.6182098,
,,,,,,446.4100037,278.0198975,446.4100037,177.0082397,
,,,,,,446.5599976,276.6882629,446.5599976,177.0642242,
,,,,,,446.7099915,276.5297546,446.7099915,175.5440369,
,,,,,,447.0100098,273.630188,447.0100098,173.0035095,
,,,,,,447.1600037,271.6858521,447.1600037,171.5334778,
,,,,,,447.4599915,269.9636841,447.4599915,170.1937408,
,,,,,,447.6099854,269.8161316,447.6099854,169.8220062,
,,,,,,447.7600098,269.0108643,447.7600098,169.6363068,
,,,,,,448.0499878,267.0140991,448.0499878,167.670578,
,,,,,,448.2000122,264.857666,448.2000122,167.0332794,
,,,,,,448.3500061,264.1056213,448.3500061,166.1038513,
,,,,,,448.6499939,261.0828552,448.6499939,164.0073242,
,,,,,,448.7999878,261.0386353,448.7999878,164.4804077,
,,,,,,448.9500122,259.6176758,448.9500122,163.5616455,
,,,,,,449.25,257.8343506,449.25,161.5592346,
,,,,,,449.3999939,255.5213623,449.3999939,160.0567474,
,,,,,,449.5499878,254.4588776,449.5499878,159.0370636,
,,,,,,449.8500061,251.8780823,449.8500061,157.3000641,
,,,,,,450,250.7280426,450,157.0115662,
,,,,,,450.1499939,249.7637024,450.1499939,157.1531677,
,,,,,,450.4500122,246.8000641,450.4500122,156.0648804,
,,,,,,450.6000061,245.7208099,450.6000061,155.2095337,
,,,,,,450.75,243.5125885,450.75,153.396225,
,,,,,,451.0599976,242.0465851,451.0599976,151.1342316,
,,,,,,451.2099915,240.7943115,451.2099915,149.5395508,
,,,,,,451.3599854,239.5146332,451.3599854,149.4368744,
,,,,,,451.6600037,237.3127899,451.6600037,148.429718,
,,,,,,451.8099976,235.4696045,451.8099976,147.3798828,
,,,,,,451.9599915,234.4469452,451.9599915,146.0184174,
,,,,,,452.269989,231.2447205,452.269989,143.979187,
,,,,,,452.4200134,230.4029846,452.4200134,143.6653748,
,,,,,,452.5700073,229.1210632,452.5700073,143.5499268,
,,,,,,452.7200012,228.1942444,452.7200012,142.7421112,
,,,,,,453.0299988,226.6068726,453.0299988,141.0714264,
,,,,,,453.1799927,224.1086731,453.1799927,138.7060699,
,,,,,,453.3299866,222.6629639,453.3299866,138.6152649,
,,,,,,453.6300049,221.3528595,453.6300049,136.3804779,
,,,,,,453.7799988,219.6739044,453.7799988,136.6476746,
,,,,,,453.9299927,218.9938965,453.9299927,136.3236542,
,,,,,,454.2399902,215.5276642,454.2399902,134.1430206,
,,,,,,454.3900146,213.6209412,454.3900146,131.2562866,
,,,,,,454.5400085,212.4989777,454.5400085,131.4818115,
,,,,,,454.8399963,210.7398834,454.8399963,130.8408203,
,,,,,,455,210.1920013,455,128.6513062,
,,,,,,455.1499939,207.976181,455.1499939,127.3179932,
,,,,,,455.4500122,205.1624451,455.4500122,125.1678009,
,,,,,,455.6000061,203.3785858,455.6000061,124.9194565,
,,,,,,455.75,202.5510406,455.75,123.850975,
,,,,,,456.0599976,200.8703308,456.0599976,122.2970963,
,,,,,,456.2099915,199.9474792,456.2099915,122.8218384,
,,,,,,456.3599854,199.0220642,456.3599854,120.964447,
,,,,,,456.6600037,195.5095825,456.6600037,118.4291611,
,,,,,,456.8099976,194.1736298,456.8099976,117.1135864,
,,,,,,456.9599915,192.9577179,456.9599915,116.2434235,
,,,,,,457.269989,191.2225647,457.269989,115.8096008,
,,,,,,457.4200134,191.3962555,457.4200134,114.0414963,
,,,,,,457.5700073,189.8654327,457.5700073,114.0581665,
,,,,,,457.7200012,189.1661377,457.7200012,113.1926346,
,,,,,,458.0299988,186.0300446,458.0299988,110.5044479,
,,,,,,458.1799927,184.7289124,458.1799927,108.6066742,
,,,,,,458.3299866,183.3732605,458.3299866,108.208931,
,,,,,,458.6300049,181.7743988,458.6300049,107.8113556,
,,,,,,458.7799988,182.0869446,458.7799988,106.3382797,
,,,,,,458.9299927,180.683197,458.9299927,105.9786987,
,,,,,,459.2399902,177.1948242,459.2399902,102.807106,
,,,,,,459.3900146,175.782196,459.3900146,102.9976501,
,,,,,,459.5400085,175.4507294,459.5400085,101.3668213,
,,,,,,459.8399963,173.5638123,459.8399963,99.95398712,
,,,,,,460,172.9995117,460,99.84439087,
,,,,,,460.1400146,172.0232391,460.1400146,98.8162384,
,,,,,,460.4400024,169.3600922,460.4400024,96.34046936,
,,,,,,460.5899963,168.1727142,460.5899963,95.60618591,
,,,,,,460.7399902,167.3920288,460.7399902,94.69890594,
,,,,,,461.0400085,166.2935028,461.0400085,93.58695984,
,,,,,,461.1900024,165.715744,461.1900024,93.48267365,
,,,,,,461.3399963,163.9771881,461.3399963,92.54743958,
,,,,,,461.6400146,162.1520996,461.6400146,90.21806335,
,,,,,,461.7900085,161.7913361,461.7900085,89.58344269,
,,,,,,461.9400024,160.0467072,461.9400024,89.09237671,
,,,,,,462.230011,159.2198486,462.230011,87.51593018,
,,,,,,462.3800049,158.5834045,462.3800049,87.04901123,
,,,,,,462.5299988,157.7320251,462.5299988,86.53337097,
,,,,,,462.8299866,155.8851013,462.8299866,84.53269196,
,,,,,,462.980011,154.8802185,462.980011,83.37434387,
,,,,,,463.1300049,154.3753357,463.1300049,83.20814514,
,,,,,,463.4299927,153.2881317,463.4299927,82.05397797,
,,,,,,463.5799866,152.7346649,463.5799866,81.97454834,
,,,,,,463.730011,151.4581604,463.730011,80.77140808,
,,,,,,464.019989,150.1459808,464.019989,78.53025055,
,,,,,,464.1700134,148.8703766,464.1700134,77.8822937,
,,,,,,464.3200073,148.3132935,464.3200073,77.4491272,
,,,,,,464.6199951,146.6167297,464.6199951,76.85289001,
,,,,,,464.769989,146.5751801,464.769989,75.74797821,
,,,,,,465.0700073,144.9491272,465.0700073,74.09123993,
,,,,,,465.2200012,143.7362061,465.2200012,73.57645416,
,,,,,,465.3699951,142.6417694,465.3699951,72.70007324,
,,,,,,465.6700134,141.6058807,465.6700134,72.18419647,
,,,,,,465.8200073,141.1541595,465.8200073,70.88653564,
,,,,,,465.9700012,140.17276,465.9700012,70.63542175,
,,,,,,466.2600098,139.3651581,466.2600098,69.03533936,
,,,,,,466.4100037,138.9133301,466.4100037,68.41967773,
,,,,,,466.5599976,137.4083862,466.5599976,67.68291473,
,,,,,,466.7099915,137.3640137,466.7099915,67.87667847,
,,,,,,467.0100098,135.8423767,467.0100098,66.24732208,
,,,,,,467.1600037,135.5451508,467.1600037,66.45019531,
,,,,,,467.4599915,133.877121,467.4599915,65.10775757,
,,,,,,467.6099854,133.131958,467.6099854,64.3872757,
,,,,,,467.7600098,131.9436646,467.7600098,64.08758545,
,,,,,,468.0499878,131.407196,468.0499878,62.88740158,
,,,,,,468.2000122,131.0757904,468.2000122,63.08026505,
,,,,,,468.3500061,130.1224365,468.3500061,61.82320023,
,,,,,,468.6499939,129.3895416,468.6499939,61.16225815,
,,,,,,468.7999878,128.9323425,468.7999878,60.23122025,
,,,,,,468.9500122,127.5609436,468.9500122,59.4136467,
,,,,,,469.25,126.6425247,469.25,58.18914032,
,,,,,,469.3999939,125.5770187,469.3999939,58.66869354,
,,,,,,469.5499878,125.7583923,469.5499878,58.05583191,
,,,,,,469.8500061,124.3299561,469.8500061,57.13977051,
,,,,,,470,123.7015533,470,55.35682297,
,,,,,,470.1400146,122.7701187,470.1400146,55.41425705,
,,,,,,470.4400024,121.9331589,470.4400024,55.34525681,
,,,,,,470.5899963,121.4058151,470.5899963,54.60203171,
,,,,,,470.7399902,120.676506,470.7399902,53.77635956,
,,,,,,471.0400085,119.1506348,471.0400085,53.5136528,
,,,,,,471.1900024,118.5778809,471.1900024,52.37402725,
,,,,,,471.3399963,117.8878174,471.3399963,52.38550949,
,,,,,,471.6400146,117.1679306,471.6400146,51.98328781,
,,,,,,471.7900085,117.0883636,471.7900085,51.52674103,
,,,,,,471.9400024,117.0947495,471.9400024,51.01727676,
,,,,,,472.230011,115.2802353,472.230011,50.32245255,
,,,,,,472.3800049,114.4210968,472.3800049,49.72715378,
,,,,,,472.5299988,113.9451599,472.5299988,48.81473541,
,,,,,,472.8299866,113.1871643,472.8299866,49.13143158,
,,,,,,472.980011,112.4836502,472.980011,48.69423676,
,,,,,,473.1300049,112.1943512,473.1300049,48.12918472,
,,,,,,473.4299927,110.6075592,473.4299927,47.28112793,
,,,,,,473.5799866,109.9601059,473.5799866,46.98715591,
,,,,,,473.730011,108.703537,473.730011,46.03133011,
,,,,,,474.019989,108.5557404,474.019989,45.81072235,
,,,,,,474.1700134,108.3246002,474.1700134,45.32872391,
,,,,,,474.3200073,107.310463,474.3200073,44.94800949,
,,,,,,474.6199951,105.8417969,474.6199951,44.36069489,
,,,,,,474.769989,104.6120911,474.769989,43.85993195,
,,,,,,475.0700073,103.8317108,475.0700073,42.58827972,
,,,,,,475.2200012,102.9514008,475.2200012,43.10367203,
,,,,,,475.3699951,103.4447479,475.3699951,42.59356689,
,,,,,,475.6700134,102.1306,475.6700134,42.2876358,
,,,,,,475.8200073,101.3409195,475.8200073,42.01164246,
,,,,,,475.9700012,101.4670486,475.9700012,40.92812347,
,,,,,,476.2600098,99.89218903,476.2600098,41.21727753,
,,,,,,476.4100037,99.1558609,476.4100037,40.2554245,
,,,,,,476.5599976,98.74892426,476.5599976,40.6804657,
,,,,,,476.7099915,98.52179718,476.7099915,40.14872742,
,,,,,,477.0100098,96.85276031,477.0100098,39.41903305,
,,,,,,477.1600037,96.13317108,477.1600037,39.19639587,
,,,,,,477.4599915,95.08795929,477.4599915,38.54519653,
,,,,,,477.6099854,95.52668762,477.6099854,37.71418381,
,,,,,,477.7600098,94.70955658,477.7600098,37.88602829,
,,,,,,478.0499878,93.74494934,478.0499878,37.44713593,
,,,,,,478.2000122,92.96430206,478.2000122,37.11369324,
,,,,,,478.3500061,92.24011993,478.3500061,36.08474731,
,,,,,,478.6499939,90.23620605,478.6499939,36.35326767,
,,,,,,478.7999878,90.06561279,478.7999878,36.33082962,
,,,,,,478.9500122,89.99536896,478.9500122,35.44668579,
,,,,,,479.25,89.12162781,479.25,35.09926987,
,,,,,,479.3999939,88.08105469,479.3999939,35.06129456,
,,,,,,479.5499878,87.54434967,479.5499878,34.24838638,
,,,,,,479.8500061,86.76818085,479.8500061,34.06404495,
,,,,,,480,86.59568024,480,34.08109665,
,,,,,,480.1400146,86.01548767,480.1400146,33.3741951,
,,,,,,480.4400024,85.19377899,480.4400024,32.96376801,
,,,,,,480.5899963,84.54566193,480.5899963,32.65647507,
,,,,,,480.7399902,82.93894196,480.7399902,32.69630814,
,,,,,,481.0400085,82.52931213,481.0400085,31.86754227,
,,,,,,481.1900024,82.49920654,481.1900024,32.32169342,
,,,,,,481.3399963,81.77336121,481.3399963,31.79232025,
,,,,,,481.6400146,80.64069366,481.6400146,31.38482666,
,,,,,,481.7900085,79.95015717,481.7900085,31.09274101,
,,,,,,481.9400024,79.12371063,481.9400024,30.48141479,
,,,,,,482.230011,78.46918488,482.230011,30.1127739,
,,,,,,482.3800049,78.31903076,482.3800049,30.17107773,
,,,,,,482.5299988,77.3078537,482.5299988,30.10569,
,,,,,,482.8299866,76.47510529,482.8299866,29.07636833,
,,,,,,482.980011,76.19862366,482.980011,29.07547951,
,,,,,,483.1300049,75.05184937,483.1300049,28.99930191,
,,,,,,483.4299927,74.04177856,483.4299927,28.27821541,
,,,,,,483.5799866,73.53743744,483.5799866,27.97644424,
,,,,,,483.730011,73.16770935,483.730011,27.78614998,
,,,,,,484.019989,72.52747345,484.019989,27.67816353,
,,,,,,484.1700134,71.27662659,484.1700134,27.69398689,
,,,,,,484.3200073,70.26208496,484.3200073,27.24201393,
,,,,,,484.6199951,69.43118286,484.6199951,26.60867882,
,,,,,,484.769989,69.39229584,484.769989,26.69514465,
,,,,,,485.0700073,68.32765198,485.0700073,26.52558327,
,,,,,,485.2200012,68.27030945,485.2200012,25.91420364,
,,,,,,485.3699951,66.99886322,485.3699951,25.51276588,
,,,,,,485.6700134,66.59804535,485.6700134,25.5352211,
,,,,,,485.8200073,66.13710785,485.8200073,25.20362854,
,,,,,,485.9700012,66.00650024,485.9700012,24.51524925,
,,,,,,486.2600098,65.28469849,486.2600098,24.37766838,
,,,,,,486.4100037,64.37876129,486.4100037,24.76032639,
,,,,,,486.5599976,64.06291199,486.5599976,24.51075554,
,,,,,,486.7099915,63.54071045,486.7099915,24.19874573,
,,,,,,487.0100098,62.05134201,487.0100098,23.30681419,
,,,,,,487.1600037,62.00432968,487.1600037,23.20474052,
,,,,,,487.4599915,61.21027374,487.4599915,23.37648964,
,,,,,,487.6099854,61.14681625,487.6099854,22.98850632,
,,,,,,487.7600098,60.35191727,487.7600098,22.43259239,
,,,,,,488.0499878,59.10449219,488.0499878,21.97490501,
,,,,,,488.2000122,58.55226898,488.2000122,21.78242111,
,,,,,,488.3500061,58.46016312,488.3500061,22.0665493,
,,,,,,488.6499939,57.42576981,488.6499939,21.2767334,
,,,,,,488.7999878,57.15718842,488.7999878,21.80960274,
,,,,,,488.9500122,56.98231125,488.9500122,21.11045647,
,,,,,,489.25,55.80363846,489.25,20.72627258,
,,,,,,489.3999939,55.64347839,489.3999939,20.66588593,
,,,,,,489.5499878,55.2962532,489.5499878,20.71499252,
,,,,,,489.8500061,54.59544754,489.8500061,19.91888809,
,,,,,,490,53.93550873,490,19.92414665,
,,,,,,490.1400146,53.54209137,490.1400146,19.4866581,
,,,,,,490.4400024,52.52527618,490.4400024,19.2624073,
,,,,,,490.5899963,52.29779434,490.5899963,19.42064667,
,,,,,,490.7399902,52.1444664,490.7399902,19.37464905,
,,,,,,491.0400085,51.68158722,491.0400085,19.33957481,
,,,,,,491.1900024,51.76374435,491.1900024,19.0316925,
,,,,,,491.3399963,51.01130676,491.3399963,18.8540802,
,,,,,,491.6400146,49.83340836,491.6400146,18.52536583,
,,,,,,491.7900085,49.63759995,491.7900085,18.11211205,
,,,,,,491.9400024,49.50894928,491.9400024,17.81990433,
,,,,,,492.230011,48.86624527,492.230011,17.90533447,
,,,,,,492.3800049,48.46351242,492.3800049,17.21905327,
,,,,,,492.5299988,48.43592834,492.5299988,17.62758827,
,,,,,,492.8299866,46.97933197,492.8299866,16.69565392,
,,,,,,492.980011,46.65368652,492.980011,16.88814545,
,,,,,,493.1300049,46.54761505,493.1300049,16.87525368,
,,,,,,493.4299927,46.02556992,493.4299927,16.45251083,
,,,,,,493.5799866,45.69497681,493.5799866,16.54644203,
,,,,,,493.730011,45.11929321,493.730011,16.26283073,
,,,,,,494.019989,44.28263855,494.019989,16.31438637,
,,,,,,494.1700134,44.34474945,494.1700134,16.04766273,
,,,,,,494.3200073,43.95716095,494.3200073,15.82300663,
,,,,,,494.6199951,43.4967308,494.6199951,15.43117714,
,,,,,,494.769989,43.36587524,494.769989,15.11789322,
,,,,,,495.0700073,42.4108696,495.0700073,15.16088104,
,,,,,,495.2200012,41.88283157,495.2200012,14.80475044,
,,,,,,495.3699951,41.71012115,495.3699951,14.69994354,
,,,,,,495.6700134,41.52286148,495.6700134,14.72873497,
,,,,,,495.8200073,41.38737106,495.8200073,14.26515484,
,,,,,,495.9700012,41.11460495,495.9700012,14.31276798,
,,,,,,496.2600098,40.22094345,496.2600098,14.05503178,
,,,,,,496.4100037,39.8461113,496.4100037,13.81698036,
,,,,,,496.5599976,39.64245224,496.5599976,13.773839,
,,,,,,496.7099915,39.50674438,496.7099915,13.70087147,
,,,,,,497.0100098,39.14851379,497.0100098,13.54959202,
,,,,,,497.1600037,38.89364624,497.1600037,13.22683048,
,,,,,,497.4599915,38.08847809,497.4599915,13.26833439,
,,,,,,497.6099854,37.68843842,497.6099854,13.23708725,
,,,,,,497.7600098,37.33043289,497.7600098,12.9651823,
,,,,,,498.0499878,37.03059769,498.0499878,12.71669579,
,,,,,,498.2000122,36.90138245,498.2000122,12.77190208,
,,,,,,498.3500061,36.61634445,498.3500061,12.69228458,
,,,,,,498.6499939,36.00875854,498.6499939,12.19652367,
,,,,,,498.7999878,35.80817413,498.7999878,12.0705719,
,,,,,,498.9500122,35.69160843,498.9500122,12.38255978,
,,,,,,499.25,35.43489456,499.25,11.99419022,
,,,,,,499.3999939,35.3854866,499.3999939,11.76380253,
,,,,,,499.5499878,34.69662857,499.5499878,11.75650787,
,,,,,,499.8500061,34.17781067,499.8500061,11.4220562,
,,,,,,500,33.9776535,500,11.09776115,
,,,,,,500.1400146,33.94422531,500.1400146,11.39032078,
,,,,,,500.4400024,33.65345764,500.4400024,11.0473938,
,,,,,,500.5899963,33.22330856,500.5899963,11.06026936,
,,,,,,500.7399902,33.00514984,500.7399902,10.86107826,
,,,,,,501.0400085,32.45922852,501.0400085,10.78105927,
,,,,,,501.1900024,32.32597351,501.1900024,10.80187893,
,,,,,,501.3399963,31.95830727,501.3399963,10.40652275,
,,,,,,501.6400146,31.94098091,501.6400146,10.22893238,
,,,,,,501.7900085,31.60906601,501.7900085,10.27130413,
,,,,,,501.9400024,31.62748718,501.9400024,10.48193836,
,,,,,,502.230011,30.91732216,502.230011,10.15244579,
,,,,,,502.3800049,30.67066765,502.3800049,9.747150421,
,,,,,,502.5299988,30.37863731,502.5299988,9.902048111,
,,,,,,502.8299866,30.24388504,502.8299866,9.714387894,
,,,,,,502.980011,29.61584663,502.980011,9.850781441,
,,,,,,503.1300049,30.14806366,503.1300049,9.447237015,
,,,,,,503.4299927,29.26705551,503.4299927,9.24322319,
,,,,,,503.5799866,29.18930626,503.5799866,9.23803997,
,,,,,,503.730011,28.83285713,503.730011,8.909383774,
,,,,,,504.019989,28.63716316,504.019989,8.945239067,
,,,,,,504.1700134,28.32014084,504.1700134,9.193187714,
,,,,,,504.3200073,28.41530609,504.3200073,8.929024696,
,,,,,,504.6199951,27.56865692,504.6199951,8.788029671,
,,,,,,504.769989,27.4604454,504.769989,8.39407444,
,,,,,,505.0700073,26.9797039,505.0700073,8.641612053,
,,,,,,505.2200012,26.95822525,505.2200012,8.683011055,
,,,,,,505.3699951,27.17556572,505.3699951,8.324007988,
,,,,,,505.6700134,26.76380539,505.6700134,8.440553665,
,,,,,,505.8200073,26.71162033,505.8200073,8.248692513,
,,,,,,505.9700012,26.4350872,505.9700012,8.107209206,
,,,,,,506.2600098,25.87410355,506.2600098,8.186421394,
,,,,,,506.4100037,25.88444328,506.4100037,7.864256382,
,,,,,,506.5599976,25.88274956,506.5599976,7.934464931,
,,,,,,506.7099915,25.62210655,506.7099915,7.841895103,
,,,,,,507.0100098,25.00896645,507.0100098,7.694771767,
,,,,,,507.1600037,25.07041359,507.1600037,7.384627342,
,,,,,,507.4599915,24.79224205,507.4599915,7.68386364,
,,,,,,507.6099854,24.53775406,507.6099854,7.324368477,
,,,,,,507.7600098,24.62794685,507.7600098,7.276324749,
,,,,,,508.0499878,23.8421154,508.0499878,7.268422127,
,,,,,,508.2000122,23.850811,508.2000122,7.122048378,
,,,,,,508.3500061,23.71953773,508.3500061,6.982787609,
,,,,,,508.6499939,23.37520027,508.6499939,7.338785172,
,,,,,,508.7999878,23.43400955,508.7999878,6.961016178,
,,,,,,508.9500122,23.26668549,508.9500122,6.85647583,
,,,,,,509.25,22.85087395,509.25,6.812655449,
,,,,,,509.3999939,22.71596336,509.3999939,6.941010475,
,,,,,,509.5499878,22.38574028,509.5499878,6.779639244,
,,,,,,509.8500061,22.0432682,509.8500061,6.768329144,
,,,,,,510,21.84405708,510,6.552758217,
,,,,,,510.1400146,22.22427177,510.1400146,6.571612835,
,,,,,,510.4400024,22.02137184,510.4400024,6.482306957,
,,,,,,510.5799866,21.59716797,510.5799866,6.095189571,
,,,,,,510.730011,21.3798542,510.730011,6.27826786,
,,,,,,511.019989,21.13182068,511.019989,6.265882015,
,,,,,,511.1700134,20.85412025,511.1700134,6.023671627,
,,,,,,511.4700012,20.73857498,511.4700012,6.049489975,
,,,,,,511.6099854,20.54861832,511.6099854,6.025718212,
,,,,,,511.7600098,20.54883194,511.7600098,5.881867409,
,,,,,,512.0499878,20.1363945,512.0499878,5.778211117,
,,,,,,512.2000122,19.9821949,512.2000122,5.741827488,
,,,,,,512.3499756,20.13220596,512.3499756,5.727442265,
,,,,,,512.6400146,19.631567,512.6400146,5.673258781,
,,,,,,512.789978,19.4642334,512.789978,5.717980862,
,,,,,,512.9400024,19.43896866,512.9400024,5.466300488,
,,,,,,513.2299805,18.94504738,513.2299805,5.831582546,
,,,,,,513.3800049,19.21600533,513.3800049,5.340342522,
,,,,,,513.5200195,18.96679688,513.5200195,5.326114178,
,,,,,,513.8200073,19.01394463,513.8200073,5.473334789,
,,,,,,513.9699707,18.70347977,513.9699707,5.292047501,
,,,,,,514.2600098,18.51605988,514.2600098,5.125718594,
,,,,,,514.4099731,18.13677979,514.4099731,5.193448067,
,,,,,,514.5499878,18.22952843,514.5499878,5.374567986,
,,,,,,514.8499756,18.01630974,514.8499756,5.030366421,
,,,,,,515,17.62352753,515,5.151259422,
,,,,,,515.1400146,17.7771244,515.1400146,5.052199364,
,,,,,,515.4400024,17.37252617,515.4400024,4.963134289,
,,,,,,515.5800171,17.32272148,515.5800171,5.028767109,
,,,,,,515.7299805,17.36322594,515.7299805,4.868628979,
,,,,,,516.0200195,17.13376236,516.0200195,4.676354885,
,,,,,,516.1699829,16.82259941,516.1699829,4.822227478,
,,,,,,516.4699707,16.61473465,516.4699707,4.793608665,
,,,,,,516.6099854,16.54063034,516.6099854,4.681905746,
,,,,,,516.7600098,16.63869667,516.7600098,4.749851704,
,,,,,,517.0499878,16.29128075,517.0499878,4.685101986,
,,,,,,517.2000122,15.99967861,517.2000122,4.68065834,
,,,,,,517.3499756,16.07537079,517.3499756,4.612446785,
,,,,,,517.6400146,15.91317368,517.6400146,4.371121407,
,,,,,,517.789978,15.86712933,517.789978,4.344163418,
,,,,,,517.9400024,15.71106148,517.9400024,4.483674526,
,,,,,,518.2299805,15.41475105,518.2299805,4.479184628,
,,,,,,518.3800049,15.30917454,518.3800049,4.294589996,
,,,,,,518.5200195,15.41711903,518.5200195,4.143899441,
,,,,,,518.8200073,14.79851913,518.8200073,4.309965134,
,,,,,,518.9699707,14.9462595,518.9699707,4.125100613,
,,,,,,519.2600098,14.72210884,519.2600098,4.060112476,
,,,,,,519.4099731,14.66867638,519.4099731,4.263097286,
,,,,,,519.5499878,14.61439323,519.5499878,4.093249321,
,,,,,,519.8499756,14.50096512,519.8499756,3.938120842,
,,,,,,520,14.23364162,520,3.840045691,
,,,,,,520.1400146,14.28798676,520.1400146,3.962969303,
,,,,,,520.4400024,13.94177151,520.4400024,3.817845106,
,,,,,,520.5900269,14.06488419,520.5900269,3.829449654,
,,,,,,520.7399902,13.98880386,520.7399902,3.801590681,
,,,,,,521.039978,13.75239277,521.039978,3.776011705,
,,,,,,521.1900024,13.49165249,521.1900024,3.815013409,
,,,,,,521.3400269,13.49841881,521.3400269,3.688775778,
,,,,,,521.6400146,13.42241573,521.6400146,3.755916834,
,,,,,,521.789978,13.24523163,521.789978,3.678700924,
,,,,,,521.9400024,13.38321877,521.9400024,3.602542639,
,,,,,,522.2299805,12.76347542,522.2299805,3.567903042,
,,,,,,522.3800049,12.67741585,522.3800049,3.540877342,
,,,,,,522.5300293,12.68659115,522.5300293,3.530484676,
,,,,,,522.8300171,12.6793766,522.8300171,3.522843122,
,,,,,,522.9799805,12.61225986,522.9799805,3.32959795,
,,,,,,523.1300049,12.49661636,523.1300049,3.399931908,
,,,,,,523.4299927,12.34607792,523.4299927,3.425532341,
,,,,,,523.5800171,12.21386528,523.5800171,3.244109392,
,,,,,,523.7299805,12.07731819,523.7299805,3.379066944,
,,,,,,524.0200195,12.01447487,524.0200195,3.334625006,
,,,,,,524.1699829,11.91694546,524.1699829,3.377303362,
,,,,,,524.3200073,11.90037537,524.3200073,3.323982716,
,,,,,,524.6199951,11.66762066,524.6199951,3.368548155,
,,,,,,524.7700195,11.65797806,524.7700195,3.082991838,
,,,,,,525.0700073,11.46693611,525.0700073,3.1463871,
,,,,,,525.2199707,11.5849905,525.2199707,3.069027662,
,,,,,,525.3699951,11.25662613,525.3699951,2.898605347,
,,,,,,525.5200195,11.19583797,525.5200195,3.019385099,
,,,,,,525.8200073,11.01423073,525.8200073,3.048625231,
,,,,,,525.9699707,10.9382782,525.9699707,2.9510777,
,,,,,,526.2600098,10.78994083,526.2600098,2.958133698,
,,,,,,526.4099731,10.73151398,526.4099731,3.069460869,
,,,,,,526.5599976,10.69282818,526.5599976,2.823104382,
,,,,,,526.710022,10.78420448,526.710022,2.947715759,
,,,,,,527.0100098,10.28285789,527.0100098,2.900410891,
,,,,,,527.1599731,10.33973026,527.1599731,2.716192007,
,,,,,,527.460022,10.2835474,527.460022,2.796375275,
,,,,,,527.6099854,10.26644897,527.6099854,2.714857578,
,,,,,,527.7600098,10.19675541,527.7600098,2.79791832,
,,,,,,528.0499878,10.02135277,528.0499878,2.77404809,
,,,,,,528.2000122,9.922904968,528.2000122,2.83401823,
,,,,,,528.3499756,9.887800217,528.3499756,2.564995766,
